model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.694,83.705,SRV,1
null,2,2.209,14.423,SRV,1
null,3,5.372,1.871,SRV,1
null,1,0.693,83.567,SRV,2
null,2,2.188,14.469,SRV,2
null,3,5.294,1.965,SRV,2
null,1,0.694,83.726,SRV,3
null,2,2.202,14.322,SRV,3
null,3,5.298,1.952,SRV,3
null,1,0.694,83.604,SRV,4
null,2,2.188,14.38,SRV,4
null,3,5.238,2.016,SRV,4
null,1,0.692,83.634,SRV,5
null,2,2.231,14.68,SRV,5
null,3,5.544,1.686,SRV,5
null,1,0.692,83.6,SRV,6
null,2,2.202,14.487,SRV,6
null,3,5.341,1.913,SRV,6
null,1,0.695,84.023,SRV,7
null,2,2.252,14.242,SRV,7
null,3,5.483,1.735,SRV,7
null,1,0.695,83.671,SRV,8
null,2,2.159,14.034,SRV,8
null,3,5.029,2.295,SRV,8
null,1,0.695,83.836,SRV,9
null,2,2.227,14.359,SRV,9
null,3,5.426,1.805,SRV,9
null,1,0.695,83.984,SRV,10
null,2,2.246,14.264,SRV,10
null,3,5.47,1.752,SRV,10
