model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.695,83.881,SRV,1
null,2,2.223,14.248,SRV,1
null,3,5.36,1.871,SRV,1
null,1,0.693,83.639,SRV,2
null,2,2.204,14.478,SRV,2
null,3,5.37,1.883,SRV,2
null,1,0.694,83.859,SRV,3
null,2,2.234,14.358,SRV,3
null,3,5.453,1.783,SRV,3
null,1,0.692,83.379,SRV,4
null,2,2.18,14.679,SRV,4
null,3,5.32,1.942,SRV,4
null,1,0.694,83.71,SRV,5
null,2,2.202,14.353,SRV,5
null,3,5.324,1.938,SRV,5
null,1,0.598,49.593,SRV,6
null,2,0.98,41.856,SRV,6
null,3,3.426,8.551,SRV,6
null,1,0.694,83.742,SRV,7
null,2,2.195,14.227,SRV,7
null,3,5.23,2.03,SRV,7
null,1,0.694,83.843,SRV,8
null,2,2.208,14.167,SRV,8
null,3,5.289,1.99,SRV,8
null,1,0.693,83.589,SRV,9
null,2,2.195,14.481,SRV,9
null,3,5.332,1.93,SRV,9
null,1,0.693,83.478,SRV,10
null,2,2.171,14.422,SRV,10
null,3,5.154,2.1,SRV,10
