model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.692,83.628,SRV,1
null,2,2.226,14.664,SRV,1
null,3,5.54,1.708,SRV,1
null,1,0.693,83.798,SRV,2
null,2,2.246,14.584,SRV,2
null,3,5.665,1.618,SRV,2
null,1,0.693,83.645,SRV,3
null,2,2.216,14.567,SRV,3
null,3,5.467,1.788,SRV,3
null,1,0.694,83.919,SRV,4
null,2,2.245,14.391,SRV,4
null,3,5.571,1.69,SRV,4
null,1,0.693,83.768,SRV,5
null,2,2.229,14.494,SRV,5
null,3,5.528,1.738,SRV,5
null,1,0.693,83.749,SRV,6
null,2,2.228,14.519,SRV,6
null,3,5.533,1.732,SRV,6
null,1,0.696,84.121,SRV,7
null,2,2.261,14.197,SRV,7
null,3,5.576,1.682,SRV,7
null,1,0.694,83.786,SRV,8
null,2,2.221,14.398,SRV,8
null,3,5.44,1.817,SRV,8
null,1,0.693,83.786,SRV,9
null,2,2.25,14.631,SRV,9
null,3,5.705,1.583,SRV,9
null,1,0.579,42.634,SRV,10
null,2,0.933,48.419,SRV,10
null,3,3.366,8.948,SRV,10
