replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.116,0.72,-9180.12,18436.64,38.0,-9181.36,18437.09,37.0,0.2322,0.3279,Convergence/flat likelihood
2,SRV,0.1168,0.73,-9180.16,18436.73,38.0,-9181.39,18437.17,37.0,0.2322,0.3282,Convergence/flat likelihood
3,SRV,0.118,0.73,-9180.2,18436.81,38.0,-9181.43,18437.23,37.0,0.2322,0.3282,Convergence/flat likelihood
4,SRV,0.1179,0.73,-9180.19,18436.78,38.0,-9181.41,18437.21,37.0,0.2322,0.3282,Convergence/flat likelihood
5,SRV,0.1177,0.73,-9180.18,18436.76,38.0,-9181.4,18437.19,37.0,0.2322,0.3282,Convergence/flat likelihood
6,SRV,0.1193,0.74,-9180.21,18436.83,38.0,-9181.43,18437.24,37.0,0.2322,0.3282,Convergence/flat likelihood
7,SRV,0.1185,0.74,-9180.26,18436.92,38.0,-9181.48,18437.34,37.0,0.2322,0.3282,Convergence/flat likelihood
8,SRV,0.1181,0.74,-9180.2,18436.8,38.0,-9181.42,18437.22,37.0,0.2322,0.3282,Convergence/flat likelihood
9,SRV,0.116,0.73,-9180.14,18436.69,38.0,-9181.38,18437.14,37.0,0.2322,0.3282,Convergence/flat likelihood
10,SRV,1.0,0.86,-9180.53,18439.48,39.0,-9180.5,18437.39,38.0,0.2322,0.3282,Convergence/flat likelihood
1,SRV+Double,0.1444,0.75,-9180.13,18440.7,40.0,-9181.2,18440.81,39.0,0.2323,0.3279,Convergence/flat likelihood
2,SRV+Double,0.1528,0.75,-9180.16,18440.76,40.0,-9181.18,18440.78,39.0,0.2322,0.3282,Convergence/flat likelihood
3,SRV+Double,0.1362,0.76,-9180.17,18440.79,40.0,-9181.28,18440.99,39.0,0.2322,0.3282,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.1394,0.76,-9180.15,18440.73,40.0,-9181.24,18440.9,39.0,0.2322,0.3283,Convergence/flat likelihood
5,SRV+Double,0.1406,0.75,-9180.13,18440.7,40.0,-9181.21,18440.85,39.0,0.2323,0.3283,Convergence/flat likelihood
6,SRV+Double,0.1414,0.76,-9180.16,18440.76,40.0,-9181.24,18440.9,39.0,0.2322,0.3282,Convergence/flat likelihood
7,SRV+Double,0.1381,0.76,-9180.16,18440.77,40.0,-9181.26,18440.95,39.0,0.2322,0.3282,Convergence/flat likelihood
8,SRV+Double,0.1382,0.76,-9180.13,18440.71,40.0,-9181.23,18440.89,39.0,0.2322,0.3282,Convergence/flat likelihood
9,SRV+Double,0.1298,0.75,-9179.73,18439.91,40.0,-9180.88,18440.18,39.0,0.2322,0.3282,Convergence/flat likelihood
10,SRV+Double,0.1368,0.77,-9180.21,18440.87,40.0,-9181.32,18441.06,39.0,0.2322,0.3282,Convergence/flat likelihood
1,SRV+Double+Triple,0.1317,0.73,-9179.67,18443.84,42.0,-9180.81,18444.09,41.0,0.2322,0.3282,Convergence/flat likelihood
2,SRV+Double+Triple,0.132,0.74,-9179.68,18443.85,42.0,-9180.81,18444.09,41.0,0.2322,0.3282,Convergence/flat likelihood
3,SRV+Double+Triple,0.146,0.75,-9180.13,18444.75,42.0,-9181.19,18444.84,41.0,0.2322,0.3282,Convergence/flat likelihood
4,SRV+Double+Triple,0.135,0.76,-9180.2,18444.88,42.0,-9181.31,18445.09,41.0,0.2322,0.3282,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.1362,0.76,-9180.18,18444.85,42.0,-9181.29,18445.05,41.0,0.2322,0.3282,Convergence/flat likelihood
6,SRV+Double+Triple,0.1435,0.76,-9180.18,18444.86,42.0,-9181.25,18444.97,41.0,0.2322,0.3282,Convergence/flat likelihood
7,SRV+Double+Triple,0.1497,0.75,-9180.16,18444.8,42.0,-9181.19,18444.85,41.0,0.2322,0.3282,Convergence/flat likelihood
8,SRV+Double+Triple,0.1323,0.74,-9179.67,18443.84,42.0,-9180.81,18444.08,41.0,0.2322,0.3282,Convergence/flat likelihood
9,SRV+Double+Triple,0.138,0.76,-9180.16,18444.81,42.0,-9181.26,18444.99,41.0,0.2322,0.3282,Convergence/flat likelihood
10,SRV+Double+Triple,,,,,,,,,0.2322,0.3282,
