model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.692,83.442,SRV,1
null,2,2.172,14.49,SRV,1
null,3,5.207,2.068,SRV,1
null,1,0.694,83.522,SRV,2
null,2,2.155,14.251,SRV,2
null,3,5.099,2.226,SRV,2
null,1,0.695,83.83,SRV,3
null,2,2.201,14.16,SRV,3
null,3,5.249,2.009,SRV,3
null,1,0.692,83.421,SRV,4
null,2,2.171,14.518,SRV,4
null,3,5.223,2.06,SRV,4
null,1,0.693,83.633,SRV,5
null,2,2.203,14.464,SRV,5
null,3,5.343,1.903,SRV,5
null,1,0.693,83.688,SRV,6
null,2,2.214,14.485,SRV,6
null,3,5.426,1.827,SRV,6
null,1,0.694,83.743,SRV,7
null,2,2.208,14.334,SRV,7
null,3,5.319,1.923,SRV,7
null,1,0.693,83.56,SRV,8
null,2,2.186,14.438,SRV,8
null,3,5.251,2.002,SRV,8
null,1,0.694,83.825,SRV,9
null,2,2.228,14.376,SRV,9
null,3,5.449,1.799,SRV,9
null,1,0.695,83.938,SRV,10
null,2,2.239,14.286,SRV,10
null,3,5.454,1.776,SRV,10
