model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.694,83.764,SRV,1
null,2,2.217,14.391,SRV,1
null,3,5.397,1.845,SRV,1
null,1,0.694,83.679,SRV,2
null,2,2.193,14.33,SRV,2
null,3,5.26,1.99,SRV,2
null,1,0.693,83.486,SRV,3
null,2,2.179,14.5,SRV,3
null,3,5.247,2.014,SRV,3
null,1,0.695,83.81,SRV,4
null,2,2.213,14.287,SRV,4
null,3,5.337,1.902,SRV,4
null,1,0.692,83.425,SRV,5
null,2,2.174,14.54,SRV,5
null,3,5.237,2.035,SRV,5
null,1,0.694,83.721,SRV,6
null,2,2.214,14.444,SRV,6
null,3,5.412,1.834,SRV,6
null,1,0.693,83.581,SRV,7
null,2,2.196,14.516,SRV,7
null,3,5.35,1.903,SRV,7
null,1,0.693,83.594,SRV,8
null,2,2.189,14.423,SRV,8
null,3,5.271,1.983,SRV,8
null,1,0.693,83.524,SRV,9
null,2,2.189,14.531,SRV,9
null,3,5.308,1.945,SRV,9
null,1,0.693,83.633,SRV,10
null,2,2.214,14.567,SRV,10
null,3,5.444,1.8,SRV,10
