model,class_id,syn_rate,proportion_percent,run_type,replicate
alternative,1,0.693,83.539,SRV,1
alternative,2,2.202,14.529,SRV,1
alternative,3,5.244,1.932,SRV,1
null,1,0.693,83.493,SRV,1
null,2,2.196,14.641,SRV,1
null,3,5.37,1.866,SRV,1
alternative,1,0.692,83.437,SRV,2
alternative,2,2.187,14.58,SRV,2
alternative,3,5.212,1.983,SRV,2
null,1,0.693,83.577,SRV,2
null,2,2.206,14.583,SRV,2
null,3,5.386,1.84,SRV,2
alternative,1,0.691,83.326,SRV,3
alternative,2,2.177,14.659,SRV,3
alternative,3,5.206,2.015,SRV,3
null,1,0.692,83.555,SRV,3
null,2,2.198,14.517,SRV,3
null,3,5.31,1.928,SRV,3
alternative,1,0.691,83.421,SRV,4
alternative,2,2.197,14.676,SRV,4
alternative,3,5.3,1.904,SRV,4
null,1,0.695,83.854,SRV,4
null,2,2.234,14.359,SRV,4
null,3,5.41,1.786,SRV,4
alternative,1,0.691,83.47,SRV,5
alternative,2,2.195,14.56,SRV,5
alternative,3,5.249,1.969,SRV,5
null,1,0.694,83.763,SRV,5
null,2,2.224,14.428,SRV,5
null,3,5.415,1.809,SRV,5
alternative,1,0.692,83.388,SRV,6
alternative,2,2.188,14.652,SRV,6
alternative,3,5.229,1.96,SRV,6
null,1,0.693,83.581,SRV,6
null,2,2.204,14.541,SRV,6
null,3,5.323,1.878,SRV,6
alternative,1,0.691,83.114,SRV,7
alternative,2,2.134,14.573,SRV,7
alternative,3,4.972,2.313,SRV,7
null,1,0.693,83.7,SRV,7
null,2,2.214,14.43,SRV,7
null,3,5.352,1.871,SRV,7
alternative,1,0.692,83.461,SRV,8
alternative,2,2.197,14.62,SRV,8
alternative,3,5.287,1.919,SRV,8
null,1,0.692,83.506,SRV,8
null,2,2.2,14.643,SRV,8
null,3,5.397,1.85,SRV,8
alternative,1,0.693,83.563,SRV,9
alternative,2,2.195,14.421,SRV,9
alternative,3,5.196,2.016,SRV,9
null,1,0.695,83.785,SRV,9
null,2,2.217,14.339,SRV,9
null,3,5.323,1.876,SRV,9
alternative,1,0.692,83.445,SRV,10
alternative,2,2.189,14.559,SRV,10
alternative,3,5.212,1.996,SRV,10
null,1,0.693,83.724,SRV,10
null,2,2.218,14.421,SRV,10
null,3,5.377,1.855,SRV,10
