replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.0412,1.31,-9179.29,18434.97,38,-9181.37,18437.12,37,0.2541,0.1818,
2,SRV,0.0416,1.31,-9179.29,18434.98,38,-9181.37,18437.11,37,0.2541,0.1818,
3,SRV,0.0414,1.31,-9179.29,18434.98,38,-9181.37,18437.12,37,0.2541,0.1818,
4,SRV,0.0408,1.32,-9179.27,18434.94,38,-9181.36,18437.1,37,0.2541,0.1818,
5,SRV,0.0413,1.31,-9179.28,18434.97,38,-9181.36,18437.11,37,0.2541,0.1818,
6,SRV,0.041,1.31,-9179.28,18434.97,38,-9181.37,18437.12,37,0.2541,0.1818,
7,SRV,0.0418,1.31,-9179.3,18434.99,38,-9181.37,18437.12,37,0.2541,0.1818,
8,SRV,0.0411,1.31,-9179.28,18434.96,38,-9181.36,18437.11,37,0.2541,0.1818,
9,SRV,0.0414,1.31,-9179.29,18434.99,38,-9181.37,18437.12,37,0.2541,0.1818,
10,SRV,0.0414,1.31,-9179.29,18434.97,38,-9181.37,18437.11,37,0.2541,0.1818,
1,SRV+Double,0.0339,1.29,-9179.1,18438.64,40,-9181.35,18441.12,39,0.2535,0.1816,
2,SRV+Double,0.0309,1.28,-9179.1,18438.64,40,-9181.43,18441.28,39,0.2541,0.1818,
3,SRV+Double,0.0479,1.28,-9179.09,18438.62,40,-9181.05,18440.52,39,0.2541,0.1818,
4,SRV+Double,0.0282,1.28,-9179.09,18438.62,40,-9181.49,18441.41,39,0.2541,0.1818,
5,SRV+Double,0.0464,1.28,-9179.09,18438.63,40,-9181.08,18440.57,39,0.2541,0.1818,
6,SRV+Double,0.0342,1.29,-9179.09,18438.63,40,-9181.33,18441.09,39,0.2541,0.1818,
7,SRV+Double,0.0331,1.29,-9179.08,18438.61,40,-9181.35,18441.13,39,0.2541,0.1818,
8,SRV+Double,0.049,1.28,-9179.09,18438.62,40,-9181.02,18440.47,39,0.2541,0.1818,
9,SRV+Double,0.0302,1.28,-9179.1,18438.64,40,-9181.45,18441.32,39,0.2541,0.1818,
10,SRV+Double,0.0322,1.28,-9179.11,18438.65,40,-9181.4,18441.22,39,0.2541,0.1818,
1,SRV+Double+Triple,0.0493,1.28,-9179.06,18442.61,42,-9181.0,18444.46,41,0.2541,0.1818,
2,SRV+Double+Triple,0.0334,1.29,-9179.08,18442.65,42,-9181.34,18445.15,41,0.2541,0.1818,
3,SRV+Double+Triple,0.0336,1.29,-9179.09,18442.66,42,-9181.34,18445.15,41,0.2541,0.1818,
4,SRV+Double+Triple,0.0353,1.27,-9178.77,18442.03,42,-9180.99,18444.44,41,0.2541,0.1818,
5,SRV+Double+Triple,0.0546,1.28,-9179.07,18442.64,42,-9180.92,18444.31,41,0.2541,0.1818,
6,SRV+Double+Triple,0.0554,1.28,-9179.09,18442.67,42,-9180.93,18444.32,41,0.2541,0.1818,
7,SRV+Double+Triple,0.0336,1.29,-9179.09,18442.67,42,-9181.35,18445.16,41,0.2541,0.1818,
8,SRV+Double+Triple,0.0337,1.29,-9179.08,18442.65,42,-9181.34,18445.14,41,0.2541,0.1818,
9,SRV+Double+Triple,0.0334,1.28,-9179.08,18442.64,42,-9181.34,18445.15,41,0.2541,0.1818,
10,SRV+Double+Triple,0.034,1.29,-9179.09,18442.67,42,-9181.34,18445.14,41,0.2541,0.1818,
