exon_3	NC_050548.1	81.452	124	23	0	4	127	22628292	22628415	1.41e-25	121
exon_7	NC_050548.1	76.515	132	31	0	1	132	22640783	22640914	4.52e-19	99.6
exon_7	NC_050549.1	71.970	132	37	0	1	132	25831599	25831468	6.28e-11	72.5
exon_7	NC_050549.1	81.538	65	9	2	1	62	18927510	18927574	1.38e-06	58.1
exon_7	NC_050543.1	88.000	50	4	1	1	50	22269672	22269719	1.14e-07	61.7
exon_10	NC_050549.1	80.328	122	24	0	43	164	25828851	25828730	2.70e-23	113
exon_11	NC_050549.1	81.013	79	15	0	1	79	25827470	25827392	2.53e-12	76.1
exon_12	NC_050549.1	80.159	126	25	0	1	126	25824296	25824171	5.53e-24	115
exon_12	NC_050548.1	75.397	126	31	0	1	126	22645526	22645651	7.69e-16	88.7
exon_13	NC_050548.1	81.250	128	24	0	1	128	22645948	22646075	1.09e-26	123
exon_13	NC_050549.1	76.147	109	26	0	2	110	25822033	25821925	1.17e-13	80.6
exon_14	NC_050548.1	74.138	174	45	0	6	179	22653365	22653538	1.05e-22	112
exon_15	NC_050548.1	79.459	185	38	0	4	188	22654152	22654336	2.00e-38	163
exon_15	NC_050549.1	76.344	186	44	0	1	186	25817709	25817524	7.98e-31	138
