Type,Num_Taxa,Taxa
Shared,2,"('Acinonyx_jubatus', 'Felis_catus', 'Leopardus_geoffroyi', 'Lynx_canadensis', 'Lynx_rufus', 'Neofelis_nebulosa', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi');('Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Phoca_vitulina', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Enhydra_lutris', 'Lontra_canadensis', 'Lutra_lutra')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Neofelis_nebulosa',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Panthera_leo',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Ursus_americanus',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Mustela_lutreola',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Panthera_leo', 'Panthera_onca', 'Panthera_pardus')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Lynx_canadensis', 'Lynx_rufus')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Manis_pentadactyla',)"
Shared,2,"('Acinonyx_jubatus', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Ailuropoda_melanoleuca',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Panthera_pardus',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Mirounga_angustirostris', 'Mirounga_leonina')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Puma_concolor',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Zalophus_californianus');('Vulpes_lagopus', 'Vulpes_vulpes')"
