Type,Num_Taxa,Taxa
Shared,2,"('Acinonyx_jubatus', 'Puma_concolor', 'Puma_yagouaroundi');('Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus')"
Shared,2,"('Acinonyx_jubatus', 'Felis_catus', 'Leopardus_geoffroyi', 'Lynx_canadensis', 'Lynx_rufus', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi');('Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Panthera_onca',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Canis_lupus', 'Enhydra_lutris', 'Felis_catus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Nyctereutes_procyonoides', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes');('Callorhinus_ursinus', 'Eumetopias_jubatus', 'Halichoerus_grypus', 'Leptonychotes_weddellii', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Neomonachus_schauinslandi', 'Odobenus_rosmarus', 'Phoca_vitulina', 'Zalophus_californianus')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Enhydra_lutris',)"
Shared,2,"('Acinonyx_jubatus', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Ailuropoda_melanoleuca', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Enhydra_lutris', 'Lutra_lutra')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Prionailurus_viverrinus',)"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lynx_canadensis', 'Lynx_rufus', 'Manis_javanica', 'Manis_pentadactyla', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Neofelis_nebulosa', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Enhydra_lutris', 'Lontra_canadensis', 'Lutra_lutra', 'Meles_meles', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neogale_vison')"
Shared,2,"('Acinonyx_jubatus', 'Ailuropoda_melanoleuca', 'Callorhinus_ursinus', 'Canis_lupus', 'Enhydra_lutris', 'Eumetopias_jubatus', 'Felis_catus', 'Halichoerus_grypus', 'Hyaena_hyaena', 'Leopardus_geoffroyi', 'Leptonychotes_weddellii', 'Lontra_canadensis', 'Lutra_lutra', 'Lynx_canadensis', 'Manis_javanica', 'Manis_pentadactyla', 'Meles_meles', 'Mirounga_angustirostris', 'Mirounga_leonina', 'Mustela_erminea', 'Mustela_lutreola', 'Mustela_nigripes', 'Mustela_putorius', 'Neofelis_nebulosa', 'Neogale_vison', 'Neomonachus_schauinslandi', 'Nyctereutes_procyonoides', 'Odobenus_rosmarus', 'Panthera_leo', 'Panthera_onca', 'Panthera_pardus', 'Panthera_tigris', 'Panthera_uncia', 'Phoca_vitulina', 'Prionailurus_bengalensis', 'Prionailurus_viverrinus', 'Puma_concolor', 'Puma_yagouaroundi', 'Suricata_suricatta', 'Ursus_americanus', 'Ursus_arctos', 'Ursus_maritimus', 'Vulpes_lagopus', 'Vulpes_vulpes', 'Zalophus_californianus');('Lynx_rufus',)"
