replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.0783,8.36,-6797.42,13655.34,30,-6798.97,13656.41,29,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.0798,8.21,-6797.43,13655.37,30,-6798.97,13656.4,29,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.0803,8.34,-6797.42,13655.35,30,-6798.95,13656.38,29,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.1291,0.08,-6797.72,13655.94,30,-6798.87,13656.21,29,0.2163,0.3712,Convergence/flat likelihood
5,SRV,0.5076,0.72,-6798.53,13657.56,30,-6798.75,13655.96,29,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.1294,0.09,-6797.72,13655.94,30,-6798.87,13656.21,29,0.2163,0.3712,Convergence/flat likelihood
7,SRV,0.1296,0.08,-6797.72,13655.94,30,-6798.87,13656.2,29,0.2163,0.3712,Convergence/flat likelihood
8,SRV,0.1294,0.09,-6797.72,13655.94,30,-6798.87,13656.21,29,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.0763,9.24,-6797.39,13655.28,30,-6798.96,13656.39,29,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.1295,0.06,-6797.72,13655.94,30,-6798.87,13656.21,29,0.2163,0.3712,Convergence/flat likelihood
1,SRV+Double,0.2848,0.68,-6798.1,13660.78,32,-6798.68,13659.89,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.29,0.69,-6798.13,13660.84,32,-6798.69,13659.93,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.2578,0.57,-6798.03,13660.63,32,-6798.67,13659.88,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.2764,0.65,-6798.1,13660.77,32,-6798.69,13659.92,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.2865,0.69,-6798.14,13660.86,32,-6798.71,13659.96,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.2551,0.68,-6798.02,13660.62,32,-6798.67,13659.88,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.1977,0.26,-6797.77,13660.1,32,-6798.59,13659.73,31,0.2163,0.3712,Convergence/flat likelihood
8,SRV+Double,0.198,0.26,-6797.76,13660.1,32,-6798.59,13659.72,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.2887,0.69,-6798.14,13660.86,32,-6798.7,13659.95,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.1959,0.25,-6797.75,13660.08,32,-6798.59,13659.72,31,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.203,0.69,-6796.6,13661.86,34,-6797.41,13661.44,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.1758,0.53,-6796.45,13661.54,34,-6797.36,13661.34,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.2021,0.68,-6796.58,13661.81,34,-6797.39,13661.4,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.1632,0.46,-6796.36,13661.37,34,-6797.33,13661.27,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.6928,0.69,-6797.38,13663.41,34,-6797.46,13661.53,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.1785,0.55,-6796.47,13661.58,34,-6797.37,13661.36,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.2084,0.68,-6796.66,13661.96,34,-6797.45,13661.51,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.1996,0.65,-6796.61,13661.87,34,-6797.43,13661.48,33,0.2163,0.3712,Convergence/flat likelihood
9,SRV+Double+Triple,0.1905,0.61,-6796.55,13661.76,34,-6797.41,13661.43,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.1805,0.56,-6796.48,13661.61,34,-6797.38,13661.37,33,0.2163,0.3712,Convergence/flat likelihood; Collapsed rate class
