taxon	delta_Iss
Ceratotherium_simum	-0.0036637452543103327
Diceros_bicornis	-0.0032145849615382235
Equus_asinus	0.006340009461271827
Equus_caballus	0.004916950389472249
Equus_quagga	0.005950644423070417
