model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,1.023,1.038,SRV,1
alternative,reference,Negative selection,0.001,12.802,SRV,1
alternative,reference,Negative selection,0.238,86.161,SRV,1
alternative,test,Diversifying selection,1.027,1.038,SRV,1
alternative,test,Diversifying selection,1.023,1.038,SRV,1
alternative,test,Negative selection,0.0,12.802,SRV,1
alternative,test,Negative selection,0.186,86.161,SRV,1
alternative,test,Negative selection,0.001,12.802,SRV,1
alternative,test,Negative selection,0.238,86.161,SRV,1
null,reference,Diversifying selection,1.15,0.915,SRV,1
null,reference,Negative selection,0.006,12.774,SRV,1
null,reference,Negative selection,0.234,86.312,SRV,1
null,test,Diversifying selection,1.15,0.915,SRV,1
null,test,Negative selection,0.006,12.774,SRV,1
null,test,Negative selection,0.234,86.312,SRV,1
alternative,reference,Diversifying selection,1.396,0.888,SRV,2
alternative,reference,Negative selection,0.002,7.65,SRV,2
alternative,reference,Negative selection,0.222,91.462,SRV,2
alternative,test,Diversifying selection,1.474,0.888,SRV,2
alternative,test,Diversifying selection,1.396,0.888,SRV,2
alternative,test,Negative selection,0.001,7.65,SRV,2
alternative,test,Negative selection,0.173,91.462,SRV,2
alternative,test,Negative selection,0.002,7.65,SRV,2
alternative,test,Negative selection,0.222,91.462,SRV,2
null,reference,Diversifying selection,1.581,0.78,SRV,2
null,reference,Negative selection,0.011,7.139,SRV,2
null,reference,Negative selection,0.218,92.081,SRV,2
null,test,Diversifying selection,1.581,0.78,SRV,2
null,test,Negative selection,0.011,7.139,SRV,2
null,test,Negative selection,0.218,92.081,SRV,2
alternative,reference,Diversifying selection,1.127,1.528,SRV,3
alternative,reference,Negative selection,0.003,5.715,SRV,3
alternative,reference,Negative selection,0.214,92.757,SRV,3
alternative,test,Diversifying selection,1.149,1.528,SRV,3
alternative,test,Diversifying selection,1.127,1.528,SRV,3
alternative,test,Negative selection,0.001,5.715,SRV,3
alternative,test,Negative selection,0.166,92.757,SRV,3
alternative,test,Negative selection,0.003,5.715,SRV,3
alternative,test,Negative selection,0.214,92.757,SRV,3
null,reference,Diversifying selection,1.588,0.888,SRV,3
null,reference,Negative selection,0.013,3.86,SRV,3
null,reference,Negative selection,0.209,95.253,SRV,3
null,test,Diversifying selection,1.588,0.888,SRV,3
null,test,Negative selection,0.013,3.86,SRV,3
null,test,Negative selection,0.209,95.253,SRV,3
alternative,reference,Diversifying selection,1.057,2.136,SRV,4
alternative,reference,Negative selection,0.035,3.513,SRV,4
alternative,reference,Negative selection,0.204,94.351,SRV,4
alternative,test,Diversifying selection,1.067,2.136,SRV,4
alternative,test,Diversifying selection,1.057,2.136,SRV,4
alternative,test,Negative selection,0.02,3.513,SRV,4
alternative,test,Negative selection,0.157,94.351,SRV,4
alternative,test,Negative selection,0.035,3.513,SRV,4
alternative,test,Negative selection,0.204,94.351,SRV,4
null,reference,Diversifying selection,1.183,1.739,SRV,4
null,reference,Negative selection,0.061,2.826,SRV,4
null,reference,Negative selection,0.201,95.435,SRV,4
