model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,9.875,SRV,1
null,2,0.882,81.151,SRV,1
null,3,3.164,8.975,SRV,1
null,1,0.0,9.72,SRV,2
null,2,0.878,81.074,SRV,2
null,3,3.133,9.205,SRV,2
null,1,0.0,9.847,SRV,3
null,2,0.881,81.111,SRV,3
null,3,3.154,9.042,SRV,3
null,1,0.0,9.878,SRV,4
null,2,0.882,81.092,SRV,4
null,3,3.155,9.03,SRV,4
null,1,0.0,9.873,SRV,5
null,2,0.882,81.135,SRV,5
null,3,3.161,8.992,SRV,5
null,1,0.0,9.901,SRV,6
null,2,0.882,81.093,SRV,6
null,3,3.158,9.006,SRV,6
null,1,0.0,9.795,SRV,7
null,2,0.88,81.062,SRV,7
null,3,3.139,9.144,SRV,7
null,1,0.0,9.862,SRV,8
null,2,0.882,81.101,SRV,8
null,3,3.153,9.037,SRV,8
null,1,0.0,9.892,SRV,9
null,2,0.883,81.112,SRV,9
null,3,3.159,8.995,SRV,9
null,1,0.0,9.626,SRV,10
null,2,0.876,81.142,SRV,10
null,3,3.131,9.231,SRV,10
