model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,19.504,SRV,1
null,2,0.988,75.103,SRV,1
null,3,4.79,5.393,SRV,1
null,1,0.0,19.894,SRV,2
null,2,0.999,74.934,SRV,2
null,3,4.864,5.172,SRV,2
null,1,0.0,19.691,SRV,3
null,2,0.992,74.97,SRV,3
null,3,4.797,5.339,SRV,3
null,1,0.0,19.786,SRV,4
null,2,0.995,74.942,SRV,4
null,3,4.822,5.272,SRV,4
null,1,0.0,19.67,SRV,5
null,2,0.993,75.045,SRV,5
null,3,4.826,5.284,SRV,5
null,1,0.0,19.405,SRV,6
null,2,0.984,75.057,SRV,6
null,3,4.721,5.538,SRV,6
null,1,0.0,19.92,SRV,7
null,2,1.0,74.961,SRV,7
null,3,4.891,5.119,SRV,7
null,1,0.0,19.552,SRV,8
null,2,0.989,75.079,SRV,8
null,3,4.791,5.369,SRV,8
null,1,0.0,19.47,SRV,9
null,2,0.987,75.086,SRV,9
null,3,4.76,5.444,SRV,9
null,1,0.0,19.813,SRV,10
null,2,0.997,74.972,SRV,10
null,3,4.846,5.215,SRV,10
