model,class_id,syn_rate,proportion_percent,run_type,replicate
alternative,1,0.0,12.079,SRV,1
alternative,2,0.945,81.501,SRV,1
alternative,3,3.575,6.42,SRV,1
null,1,0.0,10.006,SRV,1
null,2,0.888,81.374,SRV,1
null,3,3.216,8.62,SRV,1
alternative,1,0.0,12.068,SRV,2
alternative,2,0.944,81.429,SRV,2
alternative,3,3.553,6.503,SRV,2
null,1,0.0,9.958,SRV,2
null,2,0.886,81.223,SRV,2
null,3,3.183,8.819,SRV,2
alternative,1,0.0,12.073,SRV,3
alternative,2,0.945,81.497,SRV,3
alternative,3,3.572,6.429,SRV,3
null,1,0.0,9.929,SRV,3
null,2,0.884,81.203,SRV,3
null,3,3.178,8.868,SRV,3
alternative,1,0.0,10.71,SRV,4
alternative,2,0.9,81.175,SRV,4
alternative,3,3.315,8.114,SRV,4
null,1,0.0,9.852,SRV,4
null,2,0.881,81.087,SRV,4
null,3,3.148,9.061,SRV,4
alternative,1,0.0,12.104,SRV,5
alternative,2,0.946,81.507,SRV,5
alternative,3,3.582,6.389,SRV,5
null,1,0.0,10.105,SRV,5
null,2,0.89,81.273,SRV,5
null,3,3.212,8.622,SRV,5
alternative,1,0.0,10.518,SRV,6
alternative,2,0.895,80.972,SRV,6
alternative,3,3.239,8.51,SRV,6
null,1,0.0,10.466,SRV,6
null,2,0.902,81.392,SRV,6
null,3,3.269,8.142,SRV,6
alternative,1,0.0,10.738,SRV,7
alternative,2,0.902,81.207,SRV,7
alternative,3,3.326,8.055,SRV,7
null,1,0.0,9.856,SRV,7
null,2,0.882,81.191,SRV,7
null,3,3.167,8.952,SRV,7
alternative,1,0.0,10.417,SRV,8
alternative,2,0.891,80.9,SRV,8
alternative,3,3.212,8.683,SRV,8
null,1,0.0,9.931,SRV,8
null,2,0.885,81.224,SRV,8
null,3,3.183,8.845,SRV,8
alternative,1,0.0,10.711,SRV,9
alternative,2,0.901,81.179,SRV,9
alternative,3,3.316,8.109,SRV,9
null,1,0.0,10.347,SRV,9
null,2,0.897,81.312,SRV,9
null,3,3.244,8.341,SRV,9
alternative,1,0.0,10.497,SRV,10
alternative,2,0.894,80.984,SRV,10
alternative,3,3.24,8.518,SRV,10
null,1,0.0,10.337,SRV,10
null,2,0.898,81.371,SRV,10
null,3,3.246,8.292,SRV,10
