model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,9.843,SRV,1
null,2,0.881,81.129,SRV,1
null,3,3.156,9.027,SRV,1
null,1,0.0,9.694,SRV,2
null,2,0.877,81.111,SRV,2
null,3,3.137,9.195,SRV,2
null,1,0.343,30.845,SRV,3
null,2,1.044,61.233,SRV,3
null,3,3.215,7.922,SRV,3
null,1,0.0,9.778,SRV,4
null,2,0.88,81.171,SRV,4
null,3,3.152,9.052,SRV,4
null,1,0.501,51.463,SRV,5
null,2,1.18,39.164,SRV,5
null,3,2.988,9.372,SRV,5
null,1,0.0,9.88,SRV,6
null,2,0.882,81.123,SRV,6
null,3,3.159,8.997,SRV,6
null,1,0.0,9.738,SRV,7
null,2,0.879,81.093,SRV,7
null,3,3.137,9.169,SRV,7
null,1,0.0,10.591,SRV,8
null,2,0.904,81.389,SRV,8
null,3,3.296,8.02,SRV,8
null,1,0.0,9.483,SRV,9
null,2,0.872,81.1,SRV,9
null,3,3.107,9.417,SRV,9
null,1,0.0,9.627,SRV,10
null,2,0.877,81.164,SRV,10
null,3,3.134,9.209,SRV,10
