model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,19.853,SRV,1
null,2,0.998,74.98,SRV,1
null,3,4.866,5.167,SRV,1
null,1,0.0,19.379,SRV,2
null,2,0.982,74.982,SRV,2
null,3,4.676,5.64,SRV,2
null,1,0.0,19.341,SRV,3
null,2,0.981,74.999,SRV,3
null,3,4.668,5.66,SRV,3
null,1,0.0,19.886,SRV,4
null,2,0.999,74.937,SRV,4
null,3,4.856,5.178,SRV,4
null,1,0.0,19.654,SRV,5
null,2,0.993,75.025,SRV,5
null,3,4.798,5.321,SRV,5
null,1,0.0,19.827,SRV,6
null,2,0.998,74.99,SRV,6
null,3,4.86,5.183,SRV,6
null,1,0.0,19.627,SRV,7
null,2,0.99,74.962,SRV,7
null,3,4.764,5.411,SRV,7
null,1,0.0,19.32,SRV,8
null,2,0.98,75.025,SRV,8
null,3,4.677,5.655,SRV,8
null,1,0.0,19.808,SRV,9
null,2,0.997,74.969,SRV,9
null,3,4.839,5.223,SRV,9
null,1,0.32,45.353,SRV,10
null,2,1.244,49.769,SRV,10
null,3,4.834,4.878,SRV,10
