model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,5.848,0.503,SRV,1
alternative,reference,Negative selection,0.215,3.408,SRV,1
alternative,reference,Negative selection,0.25,96.089,SRV,1
alternative,test,Diversifying selection,7.978,0.503,SRV,1
alternative,test,Diversifying selection,5.848,0.503,SRV,1
alternative,test,Negative selection,0.164,3.408,SRV,1
alternative,test,Negative selection,0.196,96.089,SRV,1
alternative,test,Negative selection,0.215,3.408,SRV,1
alternative,test,Negative selection,0.25,96.089,SRV,1
null,reference,Diversifying selection,5.813,0.501,SRV,1
null,reference,Negative selection,0.226,3.391,SRV,1
null,reference,Negative selection,0.248,96.107,SRV,1
null,test,Diversifying selection,5.813,0.501,SRV,1
null,test,Negative selection,0.226,3.391,SRV,1
null,test,Negative selection,0.248,96.107,SRV,1
alternative,reference,Diversifying selection,6.122,0.49,SRV,2
alternative,reference,Negative selection,0.213,7.93,SRV,2
alternative,reference,Negative selection,0.252,91.58,SRV,2
alternative,test,Diversifying selection,8.372,0.49,SRV,2
alternative,test,Diversifying selection,6.122,0.49,SRV,2
alternative,test,Negative selection,0.163,7.93,SRV,2
alternative,test,Negative selection,0.198,91.58,SRV,2
alternative,test,Negative selection,0.213,7.93,SRV,2
alternative,test,Negative selection,0.252,91.58,SRV,2
null,reference,Diversifying selection,5.99,0.483,SRV,2
null,reference,Negative selection,0.234,7.847,SRV,2
null,reference,Negative selection,0.249,91.671,SRV,2
null,test,Diversifying selection,5.99,0.483,SRV,2
null,test,Negative selection,0.234,7.847,SRV,2
null,test,Negative selection,0.249,91.671,SRV,2
alternative,reference,Diversifying selection,5.817,0.5,SRV,3
alternative,reference,Negative selection,0.219,12.403,SRV,3
alternative,reference,Negative selection,0.253,87.098,SRV,3
alternative,test,Diversifying selection,7.897,0.5,SRV,3
alternative,test,Diversifying selection,5.817,0.5,SRV,3
alternative,test,Negative selection,0.168,12.403,SRV,3
alternative,test,Negative selection,0.199,87.098,SRV,3
alternative,test,Negative selection,0.219,12.403,SRV,3
alternative,test,Negative selection,0.253,87.098,SRV,3
null,reference,Diversifying selection,5.811,0.503,SRV,3
null,reference,Negative selection,0.223,12.212,SRV,3
null,reference,Negative selection,0.251,87.285,SRV,3
null,test,Diversifying selection,5.811,0.503,SRV,3
null,test,Negative selection,0.223,12.212,SRV,3
null,test,Negative selection,0.251,87.285,SRV,3
alternative,reference,Diversifying selection,5.839,0.501,SRV,4
alternative,reference,Negative selection,0.23,9.764,SRV,4
alternative,reference,Negative selection,0.251,89.736,SRV,4
alternative,test,Diversifying selection,7.98,0.501,SRV,4
alternative,test,Diversifying selection,5.839,0.501,SRV,4
alternative,test,Negative selection,0.178,9.764,SRV,4
alternative,test,Negative selection,0.197,89.736,SRV,4
alternative,test,Negative selection,0.23,9.764,SRV,4
alternative,test,Negative selection,0.251,89.736,SRV,4
null,reference,Diversifying selection,5.889,0.492,SRV,4
null,reference,Negative selection,0.229,9.785,SRV,4
null,reference,Negative selection,0.25,89.723,SRV,4
null,test,Diversifying selection,5.889,0.492,SRV,4
null,test,Negative selection,0.229,9.785,SRV,4
null,test,Negative selection,0.25,89.723,SRV,4
alternative,reference,Diversifying selection,5.795,0.502,SRV,5
alternative,reference,Negative selection,0.228,7.733,SRV,5
alternative,reference,Negative selection,0.25,91.765,SRV,5
alternative,test,Diversifying selection,7.891,0.502,SRV,5
alternative,test,Diversifying selection,5.795,0.502,SRV,5
