model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,19.855,SRV,1
null,2,0.999,75.005,SRV,1
null,3,4.882,5.139,SRV,1
null,1,0.0,19.676,SRV,2
null,2,0.993,75.059,SRV,2
null,3,4.831,5.265,SRV,2
null,1,0.0,19.616,SRV,3
null,2,0.992,75.072,SRV,3
null,3,4.812,5.312,SRV,3
null,1,0.0,19.931,SRV,4
null,2,1.001,74.975,SRV,4
null,3,4.901,5.095,SRV,4
null,1,0.0,19.786,SRV,5
null,2,0.996,75.008,SRV,5
null,3,4.853,5.206,SRV,5
null,1,0.0,19.686,SRV,6
null,2,0.993,75.023,SRV,6
null,3,4.82,5.291,SRV,6
null,1,0.0,19.684,SRV,7
null,2,0.993,75.047,SRV,7
null,3,4.829,5.269,SRV,7
null,1,0.0,19.399,SRV,8
null,2,0.984,75.075,SRV,8
null,3,4.729,5.526,SRV,8
null,1,0.0,19.444,SRV,9
null,2,0.986,75.102,SRV,9
null,3,4.76,5.454,SRV,9
null,1,0.0,19.429,SRV,10
null,2,0.985,75.081,SRV,10
null,3,4.746,5.49,SRV,10
