replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.8443,1.09,-6032.54,12141.48,38,-6032.56,12139.5,37,0.226,0.1889,Convergence/flat likelihood
2,SRV,0.8602,1.09,-6032.54,12141.49,38,-6032.56,12139.5,37,0.226,0.1889,Convergence/flat likelihood
3,SRV,0.851,1.08,-6032.54,12141.49,38,-6032.56,12139.5,37,0.226,0.1889,Convergence/flat likelihood
4,SRV,0.8556,1.09,-6032.54,12141.49,38,-6032.56,12139.5,37,0.226,0.1889,Convergence/flat likelihood
5,SRV,0.8463,1.09,-6032.55,12141.5,38,-6032.57,12139.51,37,0.226,0.1889,Convergence/flat likelihood
6,SRV,0.8525,1.09,-6032.54,12141.48,38,-6032.56,12139.5,37,0.226,0.1889,Convergence/flat likelihood
7,SRV,0.8398,1.09,-6032.55,12141.49,38,-6032.57,12139.51,37,0.226,0.1889,Convergence/flat likelihood
8,SRV,0.848,1.08,-6032.54,12141.48,38,-6032.56,12139.5,37,0.2259,0.1893,Convergence/flat likelihood
9,SRV,0.8528,1.08,-6032.54,12141.48,38,-6032.56,12139.5,37,0.226,0.1889,Convergence/flat likelihood
10,SRV,0.8364,1.09,-6032.55,12141.5,38,-6032.57,12139.52,37,0.226,0.1889,Convergence/flat likelihood
1,SRV+Double,0.8373,1.09,-6032.55,12145.54,40,-6032.57,12143.56,39,0.226,0.1889,Convergence/flat likelihood
2,SRV+Double,0.8377,1.09,-6032.55,12145.55,40,-6032.57,12143.57,39,0.2259,0.1893,Convergence/flat likelihood
3,SRV+Double,0.8396,1.09,-6032.55,12145.55,40,-6032.57,12143.56,39,0.226,0.1889,Convergence/flat likelihood
4,SRV+Double,0.8448,1.08,-6032.54,12145.52,40,-6032.56,12143.54,39,0.226,0.1889,Convergence/flat likelihood
5,SRV+Double,0.883,1.09,-6032.61,12145.66,40,-6032.62,12143.66,39,0.226,0.1889,Convergence/flat likelihood
6,SRV+Double,0.8368,1.09,-6032.55,12145.54,40,-6032.57,12143.56,39,0.226,0.1889,Convergence/flat likelihood
7,SRV+Double,0.836,1.09,-6032.55,12145.54,40,-6032.57,12143.56,39,0.226,0.1889,Convergence/flat likelihood
8,SRV+Double,0.8388,1.09,-6032.59,12145.63,40,-6032.61,12143.65,39,0.226,0.1889,Convergence/flat likelihood
9,SRV+Double,0.8479,1.08,-6032.54,12145.53,40,-6032.56,12143.54,39,0.226,0.1889,Convergence/flat likelihood
10,SRV+Double,0.8366,1.09,-6032.55,12145.54,40,-6032.57,12143.56,39,0.226,0.1889,Convergence/flat likelihood
1,SRV+Double+Triple,0.8512,1.09,-6032.54,12149.57,42,-6032.56,12147.58,41,0.226,0.1889,Convergence/flat likelihood
2,SRV+Double+Triple,0.8529,1.08,-6032.54,12149.56,42,-6032.55,12147.58,41,0.226,0.1889,Convergence/flat likelihood
3,SRV+Double+Triple,0.8442,1.08,-6032.54,12149.57,42,-6032.56,12147.58,41,0.226,0.1889,Convergence/flat likelihood
4,SRV+Double+Triple,0.8452,1.08,-6032.54,12149.57,42,-6032.56,12147.58,41,0.226,0.1889,Convergence/flat likelihood
5,SRV+Double+Triple,0.8473,1.08,-6032.54,12149.57,42,-6032.56,12147.58,41,0.226,0.1889,Convergence/flat likelihood
6,SRV+Double+Triple,0.8388,1.09,-6032.6,12149.69,42,-6032.62,12147.71,41,0.226,0.1889,Convergence/flat likelihood
7,SRV+Double+Triple,0.8449,1.09,-6032.54,12149.57,42,-6032.56,12147.59,41,0.226,0.1889,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.8491,1.08,-6032.54,12149.57,42,-6032.56,12147.59,41,0.226,0.1889,Convergence/flat likelihood
9,SRV+Double+Triple,0.8394,1.09,-6032.55,12149.58,42,-6032.57,12147.6,41,0.226,0.1889,Convergence/flat likelihood
10,SRV+Double+Triple,0.8412,1.09,-6032.55,12149.58,42,-6032.57,12147.6,41,0.226,0.1889,Convergence/flat likelihood
