model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,4.968,0.649,SRV,1
alternative,reference,Negative selection,0.252,96.047,SRV,1
alternative,reference,Negative selection,0.276,3.304,SRV,1
alternative,test,Diversifying selection,5.976,0.649,SRV,1
alternative,test,Diversifying selection,4.968,0.649,SRV,1
alternative,test,Negative selection,0.215,96.047,SRV,1
alternative,test,Negative selection,0.238,3.304,SRV,1
alternative,test,Negative selection,0.252,96.047,SRV,1
alternative,test,Negative selection,0.276,3.304,SRV,1
null,reference,Diversifying selection,5.629,0.528,SRV,1
null,reference,Negative selection,0.247,96.364,SRV,1
null,reference,Negative selection,0.279,3.107,SRV,1
null,test,Diversifying selection,5.629,0.528,SRV,1
null,test,Negative selection,0.247,96.364,SRV,1
null,test,Negative selection,0.279,3.107,SRV,1
alternative,reference,Diversifying selection,5.3,0.593,SRV,2
alternative,reference,Negative selection,0.236,8.63,SRV,2
alternative,reference,Negative selection,0.255,90.776,SRV,2
alternative,test,Diversifying selection,6.388,0.593,SRV,2
alternative,test,Diversifying selection,5.3,0.593,SRV,2
alternative,test,Negative selection,0.201,8.63,SRV,2
alternative,test,Negative selection,0.219,90.776,SRV,2
alternative,test,Negative selection,0.236,8.63,SRV,2
alternative,test,Negative selection,0.255,90.776,SRV,2
null,reference,Diversifying selection,5.851,0.497,SRV,2
null,reference,Negative selection,0.236,7.356,SRV,2
null,reference,Negative selection,0.249,92.147,SRV,2
null,test,Diversifying selection,5.851,0.497,SRV,2
null,test,Negative selection,0.236,7.356,SRV,2
null,test,Negative selection,0.249,92.147,SRV,2
alternative,reference,Diversifying selection,5.158,0.616,SRV,3
alternative,reference,Negative selection,0.25,8.134,SRV,3
alternative,reference,Negative selection,0.253,91.25,SRV,3
alternative,test,Diversifying selection,6.225,0.616,SRV,3
alternative,test,Diversifying selection,5.158,0.616,SRV,3
alternative,test,Negative selection,0.213,8.134,SRV,3
alternative,test,Negative selection,0.217,91.25,SRV,3
alternative,test,Negative selection,0.25,8.134,SRV,3
alternative,test,Negative selection,0.253,91.25,SRV,3
null,reference,Diversifying selection,5.729,0.51,SRV,3
null,reference,Negative selection,0.235,7.125,SRV,3
null,reference,Negative selection,0.249,92.364,SRV,3
null,test,Diversifying selection,5.729,0.51,SRV,3
null,test,Negative selection,0.235,7.125,SRV,3
null,test,Negative selection,0.249,92.364,SRV,3
alternative,reference,Diversifying selection,4.966,0.638,SRV,4
alternative,reference,Negative selection,0.243,6.96,SRV,4
alternative,reference,Negative selection,0.254,92.402,SRV,4
alternative,test,Diversifying selection,5.956,0.638,SRV,4
alternative,test,Diversifying selection,4.966,0.638,SRV,4
alternative,test,Negative selection,0.207,6.96,SRV,4
alternative,test,Negative selection,0.217,92.402,SRV,4
alternative,test,Negative selection,0.243,6.96,SRV,4
alternative,test,Negative selection,0.254,92.402,SRV,4
null,reference,Diversifying selection,5.36,0.562,SRV,4
null,reference,Negative selection,0.226,6.523,SRV,4
null,reference,Negative selection,0.248,92.915,SRV,4
null,test,Diversifying selection,5.36,0.562,SRV,4
null,test,Negative selection,0.226,6.523,SRV,4
null,test,Negative selection,0.248,92.915,SRV,4
alternative,reference,Diversifying selection,4.916,0.681,SRV,5
alternative,reference,Negative selection,0.249,84.449,SRV,5
