model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.212,20.809,SRV,1
null,2,0.271,18.625,SRV,1
null,3,1.495,60.566,SRV,1
null,1,0.213,37.463,SRV,2
null,2,0.214,0.052,SRV,2
null,3,1.473,62.485,SRV,2
null,1,0.224,32.078,SRV,3
null,2,0.271,6.856,SRV,3
null,3,1.489,61.065,SRV,3
null,1,0.219,37.774,SRV,4
null,2,0.248,0.184,SRV,4
null,3,1.478,62.043,SRV,4
null,1,0.225,31.668,SRV,5
null,2,0.249,6.993,SRV,5
null,3,1.486,61.339,SRV,5
null,1,0.22,30.029,SRV,6
null,2,0.254,8.57,SRV,6
null,3,1.485,61.401,SRV,6
null,1,0.212,0.19,SRV,7
null,2,0.22,37.819,SRV,7
null,3,1.478,61.99,SRV,7
null,1,0.221,30.533,SRV,8
null,2,0.256,8.108,SRV,8
null,3,1.486,61.358,SRV,8
null,1,0.242,37.499,SRV,9
null,2,0.245,2.249,SRV,9
null,3,1.5,60.252,SRV,9
null,1,0.21,0.344,SRV,10
null,2,0.229,38.298,SRV,10
null,3,1.485,61.358,SRV,10
