model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,6.269,0.448,SRV,1
alternative,reference,Negative selection,0.233,6.971,SRV,1
alternative,reference,Negative selection,0.249,92.581,SRV,1
alternative,test,Diversifying selection,4.742,0.448,SRV,1
alternative,test,Diversifying selection,6.269,0.448,SRV,1
alternative,test,Negative selection,0.291,6.971,SRV,1
alternative,test,Negative selection,0.307,92.581,SRV,1
alternative,test,Negative selection,0.233,6.971,SRV,1
alternative,test,Negative selection,0.249,92.581,SRV,1
null,reference,Diversifying selection,6.249,0.452,SRV,1
null,reference,Negative selection,0.234,7.134,SRV,1
null,reference,Negative selection,0.25,92.414,SRV,1
null,test,Diversifying selection,6.249,0.452,SRV,1
null,test,Negative selection,0.234,7.134,SRV,1
null,test,Negative selection,0.25,92.414,SRV,1
alternative,reference,Diversifying selection,6.322,0.446,SRV,2
alternative,reference,Negative selection,0.225,3.718,SRV,2
alternative,reference,Negative selection,0.248,95.836,SRV,2
alternative,test,Diversifying selection,4.779,0.446,SRV,2
alternative,test,Diversifying selection,6.322,0.446,SRV,2
alternative,test,Negative selection,0.282,3.718,SRV,2
alternative,test,Negative selection,0.307,95.836,SRV,2
alternative,test,Negative selection,0.225,3.718,SRV,2
alternative,test,Negative selection,0.248,95.836,SRV,2
null,reference,Diversifying selection,6.289,0.451,SRV,2
null,reference,Negative selection,0.233,3.884,SRV,2
null,reference,Negative selection,0.249,95.665,SRV,2
null,test,Diversifying selection,6.289,0.451,SRV,2
null,test,Negative selection,0.233,3.884,SRV,2
null,test,Negative selection,0.249,95.665,SRV,2
alternative,reference,Diversifying selection,5.98,0.48,SRV,3
alternative,reference,Negative selection,0.247,97.493,SRV,3
alternative,reference,Negative selection,0.248,2.027,SRV,3
alternative,test,Diversifying selection,4.545,0.48,SRV,3
alternative,test,Diversifying selection,5.98,0.48,SRV,3
alternative,test,Negative selection,0.306,97.493,SRV,3
alternative,test,Negative selection,0.307,2.027,SRV,3
alternative,test,Negative selection,0.247,97.493,SRV,3
alternative,test,Negative selection,0.248,2.027,SRV,3
null,reference,Diversifying selection,5.995,0.481,SRV,3
null,reference,Negative selection,0.243,1.988,SRV,3
null,reference,Negative selection,0.248,97.532,SRV,3
null,test,Diversifying selection,5.995,0.481,SRV,3
null,test,Negative selection,0.243,1.988,SRV,3
null,test,Negative selection,0.248,97.532,SRV,3
alternative,reference,Diversifying selection,6.106,0.47,SRV,4
alternative,reference,Negative selection,0.224,6.448,SRV,4
alternative,reference,Negative selection,0.249,93.082,SRV,4
alternative,test,Diversifying selection,4.65,0.47,SRV,4
alternative,test,Diversifying selection,6.106,0.47,SRV,4
alternative,test,Negative selection,0.28,6.448,SRV,4
alternative,test,Negative selection,0.307,93.082,SRV,4
alternative,test,Negative selection,0.224,6.448,SRV,4
alternative,test,Negative selection,0.249,93.082,SRV,4
null,reference,Diversifying selection,6.057,0.475,SRV,4
null,reference,Negative selection,0.225,6.821,SRV,4
null,reference,Negative selection,0.25,92.704,SRV,4
null,test,Diversifying selection,6.057,0.475,SRV,4
null,test,Negative selection,0.225,6.821,SRV,4
null,test,Negative selection,0.25,92.704,SRV,4
alternative,reference,Diversifying selection,6.449,0.446,SRV,5
alternative,reference,Negative selection,0.229,3.852,SRV,5
alternative,reference,Negative selection,0.248,95.702,SRV,5
alternative,test,Diversifying selection,4.814,0.446,SRV,5
alternative,test,Diversifying selection,6.449,0.446,SRV,5
alternative,test,Negative selection,0.289,3.852,SRV,5
alternative,test,Negative selection,0.309,95.702,SRV,5
alternative,test,Negative selection,0.229,3.852,SRV,5
alternative,test,Negative selection,0.248,95.702,SRV,5
null,reference,Diversifying selection,6.066,0.475,SRV,5
null,reference,Negative selection,0.227,3.945,SRV,5
null,reference,Negative selection,0.249,95.58,SRV,5
null,test,Diversifying selection,6.066,0.475,SRV,5
null,test,Negative selection,0.227,3.945,SRV,5
null,test,Negative selection,0.249,95.58,SRV,5
alternative,reference,Diversifying selection,6.778,0.418,SRV,6
alternative,reference,Negative selection,0.224,9.343,SRV,6
alternative,reference,Negative selection,0.251,90.239,SRV,6
alternative,test,Diversifying selection,5.056,0.418,SRV,6
alternative,test,Diversifying selection,6.778,0.418,SRV,6
alternative,test,Negative selection,0.282,9.343,SRV,6
alternative,test,Negative selection,0.31,90.239,SRV,6
alternative,test,Negative selection,0.224,9.343,SRV,6
alternative,test,Negative selection,0.251,90.239,SRV,6
null,reference,Diversifying selection,6.625,0.431,SRV,6
null,reference,Negative selection,0.23,9.845,SRV,6
null,reference,Negative selection,0.251,89.724,SRV,6
null,test,Diversifying selection,6.625,0.431,SRV,6
null,test,Negative selection,0.23,9.845,SRV,6
null,test,Negative selection,0.251,89.724,SRV,6
alternative,reference,Diversifying selection,6.367,0.461,SRV,7
alternative,reference,Negative selection,0.216,6.339,SRV,7
alternative,reference,Negative selection,0.25,93.199,SRV,7
alternative,test,Diversifying selection,4.814,0.461,SRV,7
alternative,test,Diversifying selection,6.367,0.461,SRV,7
alternative,test,Negative selection,0.272,6.339,SRV,7
alternative,test,Negative selection,0.308,93.199,SRV,7
alternative,test,Negative selection,0.216,6.339,SRV,7
alternative,test,Negative selection,0.25,93.199,SRV,7
null,reference,Diversifying selection,6.084,0.471,SRV,7
