model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,19.636,SRV,1
null,2,0.99,74.922,SRV,1
null,3,4.747,5.442,SRV,1
null,1,0.0,19.378,SRV,2
null,2,0.982,75.008,SRV,2
null,3,4.687,5.614,SRV,2
null,1,0.0,19.983,SRV,3
null,2,1.001,74.853,SRV,3
null,3,4.862,5.164,SRV,3
null,1,0.0,19.832,SRV,4
null,2,0.997,74.959,SRV,4
null,3,4.846,5.209,SRV,4
null,1,0.0,19.781,SRV,5
null,2,0.996,74.987,SRV,5
null,3,4.837,5.232,SRV,5
null,1,0.0,19.646,SRV,6
null,2,0.99,74.938,SRV,6
null,3,4.761,5.416,SRV,6
null,1,0.0,19.642,SRV,7
null,2,0.991,74.983,SRV,7
null,3,4.781,5.375,SRV,7
null,1,0.0,19.869,SRV,8
null,2,0.998,74.913,SRV,8
null,3,4.841,5.218,SRV,8
null,1,0.0,19.86,SRV,9
null,2,0.998,74.953,SRV,9
null,3,4.857,5.187,SRV,9
null,1,0.0,19.885,SRV,10
null,2,0.998,74.918,SRV,10
null,3,4.848,5.197,SRV,10
