replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.3033,1.42,-6032.03,12140.46,38,-6032.56,12139.49,37,0.2301,0.1242,Convergence/flat likelihood
2,SRV,0.2921,1.45,-6032.02,12140.44,38,-6032.57,12139.52,37,0.2301,0.1242,Convergence/flat likelihood
3,SRV,0.2913,1.45,-6032.02,12140.43,38,-6032.57,12139.53,37,0.2301,0.1242,Convergence/flat likelihood
4,SRV,0.303,1.42,-6032.03,12140.46,38,-6032.56,12139.5,37,0.2301,0.1242,Convergence/flat likelihood
5,SRV,0.3002,1.42,-6032.02,12140.45,38,-6032.56,12139.5,37,0.2301,0.1242,Convergence/flat likelihood
6,SRV,0.3023,1.42,-6032.03,12140.45,38,-6032.56,12139.5,37,0.2301,0.1242,Convergence/flat likelihood
7,SRV,0.2947,1.44,-6032.02,12140.44,38,-6032.57,12139.52,37,0.2301,0.1242,Convergence/flat likelihood
8,SRV,0.2917,1.45,-6032.01,12140.43,38,-6032.57,12139.52,37,0.2301,0.1242,Convergence/flat likelihood
9,SRV,0.3024,1.42,-6032.03,12140.45,38,-6032.56,12139.5,37,0.2301,0.1242,Convergence/flat likelihood
10,SRV,0.2977,1.43,-6032.09,12140.58,38,-6032.63,12139.65,37,0.2301,0.1242,Convergence/flat likelihood
1,SRV+Double,0.2896,1.46,-6032.01,12144.47,40,-6032.57,12143.57,39,0.2301,0.1242,Convergence/flat likelihood
2,SRV+Double,0.2941,1.44,-6032.02,12144.48,40,-6032.57,12143.56,39,0.2301,0.1242,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.2999,1.42,-6032.02,12144.49,40,-6032.56,12143.55,39,0.2301,0.1242,Convergence/flat likelihood
4,SRV+Double,0.293,1.45,-6032.02,12144.49,40,-6032.57,12143.57,39,0.2301,0.1242,Convergence/flat likelihood
5,SRV+Double,0.2988,1.42,-6032.02,12144.49,40,-6032.56,12143.55,39,0.2301,0.1242,Convergence/flat likelihood
6,SRV+Double,0.2905,1.45,-6032.01,12144.47,40,-6032.57,12143.57,39,0.2301,0.1242,Convergence/flat likelihood
7,SRV+Double,0.3007,1.42,-6032.03,12144.49,40,-6032.56,12143.54,39,0.2301,0.1242,Convergence/flat likelihood
8,SRV+Double,0.3008,1.42,-6032.03,12144.5,40,-6032.56,12143.54,39,0.2301,0.1242,Convergence/flat likelihood
9,SRV+Double,0.2917,1.46,-6032.02,12144.48,40,-6032.57,12143.57,39,0.2301,0.1242,Convergence/flat likelihood
10,SRV+Double,0.3032,1.42,-6032.03,12144.5,40,-6032.56,12143.54,39,0.2301,0.1242,Convergence/flat likelihood
1,SRV+Double+Triple,0.2966,1.44,-6032.02,12148.53,42,-6032.56,12147.59,41,0.2301,0.1242,Convergence/flat likelihood
2,SRV+Double+Triple,0.3031,1.42,-6032.03,12148.55,42,-6032.56,12147.58,41,0.2301,0.1242,Convergence/flat likelihood
3,SRV+Double+Triple,0.2897,1.46,-6032.01,12148.51,42,-6032.57,12147.61,41,0.2301,0.1242,Convergence/flat likelihood
4,SRV+Double+Triple,0.2983,1.43,-6032.02,12148.53,42,-6032.56,12147.59,41,0.2301,0.1242,Convergence/flat likelihood
5,SRV+Double+Triple,0.298,1.43,-6032.02,12148.53,42,-6032.56,12147.59,41,0.2301,0.1242,Convergence/flat likelihood
6,SRV+Double+Triple,0.2958,1.44,-6032.02,12148.53,42,-6032.56,12147.6,41,0.2301,0.1242,Convergence/flat likelihood
7,SRV+Double+Triple,0.2978,1.43,-6032.02,12148.53,42,-6032.56,12147.59,41,0.2301,0.1242,Convergence/flat likelihood
8,SRV+Double+Triple,0.3037,1.42,-6032.06,12148.6,42,-6032.59,12147.64,41,0.2301,0.1242,Convergence/flat likelihood
9,SRV+Double+Triple,0.2923,1.44,-6032.02,12148.52,42,-6032.57,12147.61,41,0.2301,0.1242,Convergence/flat likelihood
10,SRV+Double+Triple,0.2979,1.43,-6032.02,12148.53,42,-6032.56,12147.59,41,0.2301,0.1242,Convergence/flat likelihood
