model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,17.515,SRV,1
null,2,0.367,15.775,SRV,1
null,3,1.412,66.71,SRV,1
alternative,1,0.034,0.216,SRV,2
alternative,2,0.034,24.083,SRV,2
alternative,3,1.31,75.7,SRV,2
null,1,0.194,35.295,SRV,2
null,2,0.313,1.054,SRV,2
null,3,1.459,63.651,SRV,2
null,1,0.0,21.872,SRV,3
null,2,0.63,13.443,SRV,3
null,3,1.415,64.685,SRV,3
alternative,1,0.038,24.304,SRV,4
alternative,2,0.045,0.199,SRV,4
alternative,3,1.312,75.497,SRV,4
null,1,0.172,34.145,SRV,4
null,2,0.276,0.606,SRV,4
null,3,1.44,65.248,SRV,4
null,1,0.0,22.854,SRV,5
null,2,0.919,25.375,SRV,5
null,3,1.481,51.771,SRV,5
null,1,0.228,29.48,SRV,6
null,2,0.295,10.437,SRV,6
null,3,1.501,60.082,SRV,6
null,1,0.0,22.62,SRV,7
null,2,0.871,23.207,SRV,7
null,3,1.473,54.173,SRV,7
alternative,1,0.039,24.51,SRV,8
alternative,2,0.772,0.0,SRV,8
alternative,3,1.312,75.49,SRV,8
null,1,0.189,0.069,SRV,8
null,2,0.208,36.863,SRV,8
null,3,1.464,63.068,SRV,8
null,1,0.0,21.453,SRV,9
null,2,0.575,12.88,SRV,9
null,3,1.41,65.668,SRV,9
null,1,0.0,22.254,SRV,10
null,2,0.654,12.67,SRV,10
null,3,1.409,65.076,SRV,10
