Acinonyx_jubatus	-11283.414228	-11283.214165	0.4001	0.527	0.23993	0.40409
Ailuropoda_melanoleuca	-11283.414228	-11283.300852	0.2268	0.6339	0.24138	0.18704
Callorhinus_ursinus	-11283.414228	-11283.002416	0.8236	0.3641	0.24171	0.12324
Canis_lupus	-11283.414228	-11283.299185	0.2301	0.6315	0.24106	0.16248
Enhydra_lutris	-11283.414228	-11281.601716	3.6250	0.05692	0.23699	0.56976
Eumetopias_jubatus	-11283.414228	-11283.404689	0.0191	0.8901	0.24065	0.20337
Felis_catus	-11283.414228	-11281.439571	3.9493	0.04689	0.23839	1.47920
Halichoerus_grypus	-11283.414228	-11283.348606	0.1312	0.7171	0.24035	0.40267
Hyaena_hyaena	-11283.414228	-11282.994498	0.8395	0.3596	0.23737	0.30180
Leopardus_geoffroyi	-11283.414228	-11282.996774	0.8349	0.3609	0.23914	0.39231
Leptonychotes_weddellii	-11283.414228	-11283.324796	0.1789	0.6724	0.24005	0.31992
Lontra_canadensis	-11283.414228	-11283.290746	0.2470	0.6192	0.23973	0.31186
Lutra_lutra	-11283.414228	-11283.281378	0.2657	0.6062	0.23971	0.31388
Lynx_canadensis	-11283.414228	-11283.12619	0.5761	0.4479	0.23996	0.57550
Lynx_rufus	-11283.414228	-11283.360393	0.1077	0.7428	0.24090	0.18221
Manis_javanica	-11283.414228	-11283.254546	0.3194	0.572	0.23945	0.32130
Manis_pentadactyla	-11283.414228	-11283.414177	0.0001	0.9919	0.24058	0.23951
Meles_meles	-11283.414228	-11283.376321	0.0758	0.7831	0.24118	0.21679
Mirounga_angustirostris	-11283.414228	-11282.475841	1.8768	0.1707	0.24118	0.00010
Mirounga_leonina	-11283.414228	-11282.949442	0.9296	0.335	0.24087	0.00010
Mustela_erminea	-11283.414228	-11282.960819	0.9068	0.341	0.24185	0.13134
Mustela_lutreola	-11283.414228	-11282.689	1.4505	0.2285	0.23945	0.85251
Mustela_nigripes	-11283.414228	-11283.142741	0.5430	0.4612	0.23981	0.46341
Mustela_putorius	-11283.414228	-11283.252638	0.3232	0.5697	0.24117	0.15071
Neofelis_nebulosa	-11283.414228	-11281.84127	3.1459	0.07612	0.24251	0.05065
Neogale_vison	-11283.414228	-11280.182903	6.4626	0.01102	0.24387	0.03235
Neomonachus_schauinslandi	-11283.414228	-11282.864127	1.1002	0.2942	0.23943	0.53302
Nyctereutes_procyonoides	-11283.414228	-11283.414217	0.0000	0.9963	0.24056	0.24201
Odobenus_rosmarus	-11283.414228	-11283.086306	0.6558	0.418	0.24173	0.14393
Panthera_leo	-11283.414228	-11283.276589	0.2753	0.5998	0.24097	0.13470
Panthera_onca	-11283.414228	-11283.277156	0.2741	0.6006	0.24097	0.13484
Panthera_pardus	-11283.414228	-11283.145754	0.5369	0.4637	0.23972	0.40464
Panthera_tigris	-11283.414228	-11282.876287	1.0759	0.2996	0.23983	0.82096
Panthera_uncia	-11283.414228	-11283.210447	0.4076	0.5232	0.23993	0.40615
Phoca_vitulina	-11283.414228	-11283.36908	0.0903	0.7638	0.24024	0.30296
Prionailurus_bengalensis	-11283.414228	-11283.412786	0.0029	0.9572	0.24061	0.22922
Prionailurus_viverrinus	-11283.414228	-11281.91548	2.9975	0.08339	0.23953	999.00000
Puma_concolor	-11283.414228	-11282.948382	0.9317	0.3344	0.24087	0.00010
Puma_yagouaroundi	-11283.414228	-11283.278503	0.2715	0.6024	0.24096	0.13529
Suricata_suricatta	-11283.414228	-11282.842601	1.1433	0.285	0.23675	0.31109
Ursus_americanus	-11283.414228	-11283.369112	0.0902	0.7639	0.24024	0.30289
Ursus_arctos	-11283.414228	-11283.346812	0.1348	0.7135	0.24035	0.40550
Ursus_maritimus	-11283.414228	-11282.446981	1.9345	0.1643	0.24004	31.38830
Vulpes_lagopus	-11283.414228	-11283.277333	0.2738	0.6008	0.24097	0.13468
Vulpes_vulpes	-11283.414228	-11283.293254	0.2419	0.6228	0.24107	0.16111
Zalophus_californianus	-11283.414228	-11282.485784	1.8569	0.173	0.24117	0.00010
