orthogroup	Ceratotherium simum	Diceros bicornis	Equus asinus	Equus quagga	Equus caballus	Canis lupus	Bos taurus
LOC101387228_	LOC101387228_	CPB2_	CPB2_	CPB2_	CPB2_	CPB2_	CPB2_
LOC101387475_	LOC101387475_	LCP1_	LCP1_	LCP1_	LCP1_	LCP1_	LCP1_
LOC106802335_	LOC106802335_	LRRC63_	LRRC63_	LRRC63_	LRRC63_	LRRC63_	LRRC63_
LOC101387909_	LOC101387909_	RUBCNL_	RUBCNL_	RUBCNL_	RUBCNL_	RUBCNL_	RUBCNL_
LOC101388173_	LOC101388173_	LRCH1_	LRCH1_	LRCH1_	LRCH1_	LRCH1_	LRCH1_
LOC101388763_	LOC101388763_	ESD_	ESD_	ESD_	ESD_	ESD_	ESD_
LOC101389030_	LOC101389030_	HTR2A_	HTR2A_	HTR2A_	HTR2A_	HTR2A_	HTR2A_
LOC101389291_	LOC101389291_	SUCLA2_	SUCLA2_	SUCLA2_	SUCLA2_	SUCLA2_	SUCLA2_
LOC101404985_	LOC101404985_	NUDT15_	NUDT15_	NUDT15_	NUDT15_	NUDT15_	NUDT15_
LOC101389538_	LOC101389538_	MED4_	MED4_	MED4_	MED4_	MED4_	MED4_
LOC101389811_	LOC101389811_	ITM2B_	ITM2B_	ITM2B_	ITM2B_	ITM2B_	ITM2B_
LOC101390253_	LOC101390253_	RB1_	RB1_	RB1_	RB1_	RB1_	RB1_
LOC101390505_	LOC101390505_	LPAR6_	LPAR6_	LPAR6_	LPAR6_	LPAR6_	LPAR6_
LOC101390761_	LOC101390761_	RCBTB2_	RCBTB2_	RCBTB2_	RCBTB2_	RCBTB2_	RCBTB2_
LOC101391182_	LOC101391182_	CYSLTR2_	CYSLTR2_	CYSLTR2_	CYSLTR2_	CYSLTR2_	CYSLTR2_
LOC101391424_	LOC101391424_	FNDC3A_	FNDC3A_	FNDC3A_	FNDC3A_	FNDC3A_	FNDC3A_
LOC101405257_	LOC101405257_	MLNR_	MLNR_	MLNR_	MLNR_	MLNR_	MLNR_
LOC101391850_	LOC101391850_	CDADC1_	CDADC1_	CDADC1_	CDADC1_	CDADC1_	CDADC1_
LOC101392103_	LOC101392103_	CAB39L_	CAB39L_	LOC124228070_	CAB39L_	CAB39L_	CAB39L_
LOC101392373_	LOC101392373_	SETDB2_	SETDB2_	SETDB2_	SETDB2_	SETDB2_	SETDB2_
LOC101392892_	LOC101392892_	RCBTB1_	RCBTB1_	RCBTB1_	RCBTB1_	RCBTB1_	RCBTB1_
LOC101393389_	LOC101393389_	EBPL_	EBPL_	EBPL_	EBPL_	EBPL_	EBPL_
LOC101393651_	LOC101393651_	KPNA3_	KPNA3_	KPNA3_	KPNA3_	KPNA3_	KPNA3_
LOC101393907_	LOC101393907_	SPRYD7_	SPRYD7_	SPRYD7_	SPRYD7_	SPRYD7_	SPRYD7_
LOC101394315_	LOC101394315_	TRIM13_	TRIM13_	TRIM13_	TRIM13_	TRIM13_	TRIM13_
LOC101394570_	LOC101394570_	KCNRG_	KCNRG_	KCNRG_	KCNRG_	KCNRG_	KCNRG_
LOC101395080_	LOC101395080_	RNASEH2B_	RNASEH2B_	RNASEH2B_	RNASEH2B_	RNASEH2B_	RNASEH2B_
LOC101395605_	LOC101395605_	FAM124A_	FAM124A_	FAM124A_	FAM124A_	FAM124A_	FAM124A_
LOC101396295_	LOC101396295_	SERPINE3_	SERPINE3_	SERPINE3_	SERPINE3_	SERPINE3_	SERPINE3_
LOC101395860_	LOC101395860_	INTS6_	INTS6_	INTS6_	INTS6_	INTS6_	INTS6_
LOC101396554_	LOC101396554_	WDFY2_	WDFY2_	WDFY2_	WDFY2_	WDFY2_	WDFY2_
LOC101397079_	LOC101397079_	CCDC70_	CCDC70_	CCDC70_	CCDC70_	CCDC70_	CCDC70_
LOC101397340_	LOC101397340_	ATP7B_	ATP7B_	ATP7B_	ATP7B_	ATP7B_	ATP7B_
LOC101398290_	LOC101398290_	ALG11_	ALG11_	ALG11_	ALG11_	ALG11_	ALG11_
LOC101406049_	LOC101406049_	NEK5_	NEK5_	NEK5_	NEK5_	NEK5_	NEK5_
LOC101398536_	LOC101398536_	CKAP2_	CKAP2_	LOC124244921_	CKAP2_	CKAP2_	CKAP2_
LOC101398792_	LOC101398792_	VPS36_	VPS36_	VPS36_	VPS36_	VPS36_	VPS36_
LOC101399054_	LOC101399054_	THSD1_	LOC123288826_	THSD1_	LOC138915064_	THSD1_	THSD1_
LOC101399830_	LOC101399830_	RALGAPA2_	RALGAPA2_	RALGAPA2_	RALGAPA2_	RALGAPA2_	RALGAPA2_
LOC101407426_	LOC101407426_	CFAP61_	CFAP61_	CFAP61_	CFAP61_	CFAP61_	CFAP61_
LOC101407883_	LOC101407883_	CRNKL1_	CRNKL1_	CRNKL1_	CRNKL1_	CRNKL1_	CRNKL1_
LOC101400095_	LOC101400095_	NAA20_	NAA20_	NAA20_	NAA20_	NAA20_	NAA20_
LOC101400366_	LOC101400366_	RIN2_	RIN2_	RIN2_	RIN2_	RIN2_	RIN2_
LOC101408138_	LOC101408138_	SLC24A3_	SLC24A3_	SLC24A3_	SLC24A3_	SLC24A3_	SLC24A3_
LOC101408406_	LOC101408406_	SCP2D1_	SCP2D1_	SCP2D1_	SCP2D1_	SCP2D1_	SCP2D1_
LOC101408661_	LOC101408661_	DTD1_	DTD1_	DTD1_	DTD1_	DTD1_	DTD1_
LOC101409172_	LOC101409172_	SEC23B_	SEC23B_	SEC23B_	SEC23B_	SEC23B_	SEC23B_
LOC101387476_	LOC101387476_	RBBP9_	RBBP9_	RBBP9_	RBBP9_	RBBP9_	RBBP9_
LOC101387739_	LOC101387739_	POLR3F_	POLR3F_	POLR3F_	POLR3F_	POLR3F_	POLR3F_
LOC101400625_	LOC101400625_	DZANK1_	DZANK1_	DZANK1_	DZANK1_	DZANK1_	DZANK1_
LOC101387998_	LOC101387998_	ZNF133_	ZNF133_	ZNF133_	ZNF133_	ZNF133_	ZNF133_
LOC101388856_	LOC101388856_	KAT14_	KAT14_	KAT14_	KAT14_	KAT14_	KAT14_
LOC101389383_	LOC101389383_	OVOL2_	OVOL2_	OVOL2_	OVOL2_	OVOL2_	OVOL2_
LOC101389624_	LOC101389624_	MGME1_	MGME1_	MGME1_	MGME1_	MGME1_	MGME1_
LOC101389899_	LOC101389899_	SNX5_	SNX5_	SNX5_	SNX5_	SNX5_	SNX5_
LOC101390156_	LOC101390156_	BANF2_	BANF2_	BANF2_	BANF2_	BANF2_	BANF2_
LOC101390419_	LOC101390419_	RRBP1_	RRBP1_	RRBP1_	RRBP1_	RRBP1_	RRBP1_
LOC101390672_	LOC101390672_	DSTN_	DSTN_	DSTN_	DSTN_	DSTN_	DSTN_
LOC101391254_	LOC101391254_	BFSP1_	BFSP1_	BFSP1_	BFSP1_	BFSP1_	BFSP1_
LOC101391503_	LOC101391503_	PCSK2_	PCSK2_	PCSK2_	PCSK2_	PCSK2_	PCSK2_
LOC101391935_	LOC101391935_	OTOR_	OTOR_	OTOR_	OTOR_	OTOR_	OTOR_
LOC101392187_	LOC101392187_	SNRPB2_	SNRPB2_	SNRPB2_	SNRPB2_	SNRPB2_	SNRPB2_
LOC101392806_	LOC101392806_	KIF16B_	KIF16B_	KIF16B_	KIF16B_	KIF16B_	KIF16B_
LOC101393390_	LOC101393390_	FLRT3_	FLRT3_	FLRT3_	FLRT3_	FLRT3_	FLRT3_
LOC101393818_	LOC101393818_	SEL1L2_	SEL1L2_	SEL1L2_	SEL1L2_	SEL1L2_	SEL1L2_
LOC101394073_	LOC101394073_	NDUFAF5_	NDUFAF5_	NDUFAF5_	NDUFAF5_	NDUFAF5_	NDUFAF5_
LOC101394484_	LOC101394484_	ESF1_	ESF1_	ESF1_	ESF1_	ESF1_	ESF1_
LOC101394742_	LOC101394742_	TASP1_	TASP1_	TASP1_	TASP1_	TASP1_	TASP1_
LOC101395000_	LOC101395000_	ISM1_	ISM1_	ISM1_	ISM1_	ISM1_	ISM1_
LOC101395254_	LOC101395254_	SPTLC3_	SPTLC3_	SPTLC3_	SPTLC3_	SPTLC3_	SPTLC3_
LOC101395513_	LOC101395513_	BTBD3_	BTBD3_	BTBD3_	BTBD3_	BTBD3_	BTBD3_
LOC101396118_	LOC101396118_	JAG1_	JAG1_	JAG1_	JAG1_	JAG1_	JAG1_
LOC101401945_	LOC101401945_	SLX4IP_	SLX4IP_	SLX4IP_	SLX4IP_	LOC112673591_	SLX4IP_
LOC101396381_	LOC101396381_	MKKS_	MKKS_	MKKS_	MKKS_	LOC112673590_	MKKS_
LOC101396645_	LOC101396645_	SNAP25_	SNAP25_	SNAP25_	SNAP25_	SNAP25_	SNAP25_
LOC101397341_	LOC101397341_	ANKEF1_	ANKEF1_	ANKEF1_	ANKEF1_	ANKEF1_	ANKEF1_
LOC101397595_	LOC101397595_	PAK5_	PAK5_	PAK5_	PAK5_	PAK5_	PAK5_
LOC101398034_	LOC101398034_	LAMP5_	LAMP5_	LAMP5_	LAMP5_	LAMP5_	LAMP5_
LOC101398439_	LOC101398439_	PLCB4_	PLCB4_	PLCB4_	PLCB4_	PLCB4_	PLCB4_
LOC101399055_	LOC101399055_	PLCB1_	PLCB1_	PLCB1_	PLCB1_	PLCB1_	PLCB1_
LOC101399490_	LOC101399490_	TMX4_	TMX4_	TMX4_	TMX4_	TMX4_	TMX4_
LOC101399747_	LOC101399747_	HAO1_	HAO1_	HAO1_	HAO1_	HAO1_	HAO1_
LOC101400007_	LOC101400007_	BMP2_	BMP2_	BMP2_	BMP2_	BMP2_	BMP2_
LOC101400266_	LOC101400266_	FERMT1_	FERMT1_	FERMT1_	FERMT1_	FERMT1_	FERMT1_
LOC101402714_	LOC101402714_	LRRN4_	LRRN4_	LRRN4_	LRRN4_	LRRN4_	LRRN4_
LOC101400533_	LOC101400533_	CRLS1_	CRLS1_	CRLS1_	CRLS1_	CRLS1_	CRLS1_
LOC101400803_	LOC101400803_	TRMT6_	TRMT6_	TRMT6_	TRMT6_	TRMT6_	TRMT6_
LOC101401069_	LOC101401069_	MCM8_	MCM8_	MCM8_	MCM8_	MCM8_	MCM8_
LOC101401503_	LOC101401503_	CHGB_	CHGB_	CHGB_	CHGB_	CHGB_	CHGB_
LOC101401760_	LOC101401760_	SHLD1_	SHLD1_	SHLD1_	SHLD1_	SHLD1_	SHLD1_
LOC101402029_	LOC101402029_	GPCPD1_	GPCPD1_	GPCPD1_	GPCPD1_	GPCPD1_	GPCPD1_
LOC101402978_	LOC101402978_	PROKR2_	PROKR2_	PROKR2_	PROKR2_	PROKR2_	PROKR2_
LOC101402291_	LOC101402291_	CDS2_	CDS2_	CDS2_	CDS2_	CDS2_	CDS2_
LOC101402540_	LOC101402540_	PCNA_	PCNA_	PCNA_	PCNA_	PCNA_	PCNA_
LOC101402806_	LOC101402806_	TMEM230_	TMEM230_	TMEM230_	TMEM230_	TMEM230_	LOC101904627_
LOC101403072_	LOC101403072_	SLC23A2_	SLC23A2_	SLC23A2_	SLC23A2_	SLC23A2_	SLC23A2_
LOC101403331_	LOC101403331_	RASSF2_	RASSF2_	RASSF2_	RASSF2_	RASSF2_	RASSF2_
LOC101403593_	LOC101403593_	PRND_	PRND_	PRND_	PRND_	PRND_	PRND_
LOC101403852_	LOC101403852_	PRNP_	PRNP_	PRNP_	PRNP_	LOC112673643_	PRNP_
LOC101403508_	LOC101403508_	ADRA1D_	ADRA1D_	ADRA1D_	ADRA1D_	ADRA1D_	ADRA1D_
LOC101404301_	LOC101404301_	SMOX_	SMOX_	SMOX_	SMOX_	SMOX_	SMOX_
LOC101405258_	LOC101405258_	RNF24_	RNF24_	RNF24_	RNF24_	RNF24_	RNF24_
LOC101405523_	LOC101405523_	MAVS_	MAVS_	MAVS_	MAVS_	MAVS_	MAVS_
LOC101405781_	LOC101405781_	AP5S1_	AP5S1_	AP5S1_	AP5S1_	AP5S1_	AP5S1_
LOC101406050_	LOC101406050_	CDC25B_	CDC25B_	CDC25B_	CDC25B_	CDC25B_	CDC25B_
LOC101406469_	LOC101406469_	CENPB_	CENPB_	CENPB_	CENPB_	CENPB_	CENPB_
LOC101406733_	LOC101406733_	SPEF1_	SPEF1_	SPEF1_	SPEF1_	SPEF1_	SPEF1_
LOC101407624_	LOC101407624_	HSPA12B_	HSPA12B_	HSPA12B_	HSPA12B_	HSPA12B_	HSPA12B_
LOC101407884_	LOC101407884_	SIGLEC1_	SIGLEC1_	SIGLEC1_	SIGLEC1_	SIGLEC1_	SIGLEC1_
LOC101404035_	LOC101404035_	ADAM33_	ADAM33_	ADAM33_	ADAM33_	ADAM33_	ADAM33_
LOC101404302_	LOC101404302_	GFRA4_	GFRA4_	GFRA4_	GFRA4_	GFRA4_	GFRA4_
LOC101408139_	LOC101408139_	ATRN_	ATRN_	ATRN_	ATRN_	ATRN_	ATRN_
LOC101408569_	LOC101408569_	DNAAF9_	DNAAF9_	DNAAF9_	DNAAF9_	DNAAF9_	DNAAF9_
LOC101408831_	LOC101408831_	SLC4A11_	SLC4A11_	SLC4A11_	SLC4A11_	SLC4A11_	SLC4A11_
LOC101387143_	LOC101387143_	ITPA_	ITPA_	ITPA_	ITPA_	ITPA_	ITPA_
LOC101387388_	LOC101387388_	DDRGK1_	DDRGK1_	DDRGK1_	DDRGK1_	DDRGK1_	DDRGK1_
LOC101387650_	LOC101387650_	LZTS3_	LZTS3_	LZTS3_	LZTS3_	LZTS3_	LZTS3_
LOC101388503_	LOC101388503_	FASTKD5_	FASTKD5_	LOC124248540_	FASTKD5_	FASTKD5_	FASTKD5_
LOC101404570_	LOC101404570_	AVP_	AVP_	AVP_	AVP_	LOC112673372_	AVP_
LOC101388764_	LOC101388764_	OXT_	OXT_	OXT_	OXT_	OXT_	OXT_
LOC101389031_	LOC101389031_	MRPS26_	MRPS26_	MRPS26_	MRPS26_	MRPS26_	MRPS26_
LOC101389292_	LOC101389292_	PTPRA_	PTPRA_	PTPRA_	PTPRA_	PTPRA_	PTPRA_
LOC101389724_	LOC101389724_	VPS16_	VPS16_	VPS16_	VPS16_	VPS16_	VPS16_
LOC101390157_	LOC101390157_	PCED1A_	PCED1A_	PCED1A_	PCED1A_	PCED1A_	PCED1A_
LOC101390925_	LOC101390925_	TMEM239_	TMEM239_	TMEM239_	TMEM239_	TMEM239_	TMEM239_
LOC101391183_	LOC101391183_	C19H20orf141_	C15H20orf141_	C12H20orf141_	C22H20orf141_	C24H20orf141_	C13H20orf141_
LOC101391425_	LOC101391425_	CPXM1_	CPXM1_	CPXM1_	CPXM1_	CPXM1_	CPXM1_
LOC101391851_	LOC101391851_	EBF4_	EBF4_	EBF4_	EBF4_	EBF4_	EBF4_
LOC101392702_	LOC101392702_	IDH3B_	IDH3B_	IDH3B_	IDH3B_	IDH3B_	IDH3B_
LOC101392284_	LOC101392284_	NOP56_	NOP56_	NOP56_	NOP56_	NOP56_	NOP56_
LOC101393318_	LOC101393318_	TMC2_	TMC2_	TMC2_	TMC2_	TMC2_	TMC2_
LOC101393564_	LOC101393564_	SNRPB_	SNRPB_	SNRPB_	SNRPB_	SNRPB_	SNRPB_
LOC101404830_	LOC101404830_	TGM6_	TGM6_	TGM6_	TGM6_	TGM6_	TGM6_
LOC101405087_	LOC101405087_	TGM3_	TGM3_	TGM3_	TGM3_	TGM3_	TGM3_
LOC101393990_	LOC101393990_	STK35_	STK35_	STK35_	STK35_	STK35_	STK35_
LOC101394661_	LOC101394661_	PDYN_	PDYN_	PDYN_	PDYN_	PDYN_	PDYN_
LOC101405346_	LOC101405346_	SIRPA_	LOC106823033_	SIRPA_	SIRPA_	LOC112673703_	SIRPA_
LOC101407704_	LOC101407704_	SIRPB2_	SIRPB2_	LOC124248289_	SIRPB2_	SIRPB2_	SIRPB2_
LOC101394925_	LOC101394925_	NSFL1C_	NSFL1C_	NSFL1C_	NSFL1C_	NSFL1C_	NSFL1C_
LOC101395514_	LOC101395514_	FKBP1A_	FKBP1A_	FKBP1A_	FKBP1A_	LOC112641457_	FKBP1A_
LOC101395774_	LOC101395774_	SDCBP2_	SDCBP2_	SDCBP2_	SDCBP2_	SDCBP2_	SDCBP2_
LOC101396028_	LOC101396028_	SNPH_	SNPH_	SNPH_	SNPH_	SNPH_	SNPH_
LOC101396296_	LOC101396296_	RAD21L1_	RAD21L1_	RAD21L1_	RAD21L1_	RAD21L1_	RAD21L1_
LOC101408225_	LOC101408225_	TMEM74B_	TMEM74B_	TMEM74B_	TMEM74B_	TMEM74B_	TMEM74B_
LOC101396555_	LOC101396555_	PSMF1_	PSMF1_	PSMF1_	PSMF1_	PSMF1_	PSMF1_
LOC101408487_	LOC101408487_	RSPO4_	RSPO4_	RSPO4_	RSPO4_	RSPO4_	RSPO4_
LOC101396818_	LOC101396818_	ANGPT4_	ANGPT4_	ANGPT4_	ANGPT4_	ANGPT4_	ANGPT4_
LOC101397080_	LOC101397080_	FAM110A_	FAM110A_	FAM110A_	FAM110A_	FAM110A_	FAM110A_
LOC101397342_	LOC101397342_	SLC52A3_	SLC52A3_	SLC52A3_	SLC52A3_	SLC52A3_	SLC52A3_
LOC101408999_	LOC101408999_	TCF15_	TCF15_	TCF15_	TCF15_	TCF15_	TCF15_
LOC101397596_	LOC101397596_	CSNK2A1_	CSNK2A1_	CSNK2A1_	CSNK2A1_	CSNK2A1_	CSNK2A1_
LOC101398199_	LOC101398199_	TBC1D20_	TBC1D20_	TBC1D20_	TBC1D20_	TBC1D20_	TBC1D20_
LOC101398440_	LOC101398440_	RBCK1_	RBCK1_	RBCK1_	RBCK1_	RBCK1_	RBCK1_
LOC101398875_	LOC101398875_	TRIB3_	TRIB3_	TRIB3_	TRIB3_	TRIB3_	TRIB3_
LOC101399316_	LOC101399316_	NRSN2_	NRSN2_	NRSN2_	NRSN2_	NRSN2_	NRSN2_
LOC101399581_	LOC101399581_	SOX12_	SOX12_	SOX12_	SOX12_	SOX12_	SOX12_
LOC101387144_	LOC101387144_	ZCCHC3_	ZCCHC3_	ZCCHC3_	ZCCHC3_	ZCCHC3_	ZCCHC3_
LOC101387389_	LOC101387389_	C19H20orf96_	C15H20orf96_	C12H20orf96_	C22H20orf96_	C24H20orf96_	C13H20orf96_
LOC101388174_	LOC101388174_	DEFB129_	DEFB129_	DEFB129_	DEFB129_	DEFB129_	DEFB129_
LOC101389131_	LOC101389131_	LOC131408037_	LOC106830380_	LOC124251896_	OR51M1_	LOC112667895_	OR51M1_
LOC101390673_	LOC101390673_	LOC131408748_	LOC106830373_	LOC124252533_	LOC100068895_	LOC112667501_	HBE4_
LOC101402890_	LOC101402890_	LOC131409071_	LOC106830155_	LOC124225507_	OR52Z1_	LOC112667886_	OR52Z1_
LOC101405524_	LOC101405524_	LOC131409061_	LOC106830150_	LOC124225864_	OR51V28_	LOC112667348_	OR51V21_
LOC101393229_	LOC101393229_	LOC131408737_	LOC106830366_	LOC124225447_	OR51V25_	LOC112667878_	OR51V1B_
LOC101406318_	LOC101406318_	LOC131409058_	LOC106830142_	LOC124251991_	OR51AB6_	LOC112667339_	OR51AB4_
LOC101406563_	LOC101406563_	LOC131409057_	LOC106830363_	LOC124251959_	OR51AG1_	LOC125753212_	OR51AG1_
LOC101406813_	LOC101406813_	LOC131409055_	LOC106830140_	LOC124225511_	OR51G4_	LOC112667338_	OR51G4_
LOC101408919_	LOC101408919_	LOC131408016_	LOC106830121_	LOC124225414_	OR52A28_	LOC112667866_	OR52AB4_
LOC101388343_	LOC101388343_	LOC131408020_	LOC106830120_	LOC124225398_	OR52AB16_	LOC112667865_	OR52AB2_
LOC101395001_	LOC101395001_	LOC131408006_	LOC106830360_	LOC124225430_	OR52E19_	LOC112667861_	OR52E58_
LOC101389627_	LOC101389627_	LOC131409046_	LOC106830116_	LOC124225517_	OR52S30_	LOC112667331_	OR52S2_
LOC101389902_	LOC101389902_	LOC131408002_	LOC106830115_	LOC124225264_	OR52J1_	LOC112667859_	OR52J1_
LOC101396297_	LOC101396297_	LOC131409042_	LOC106830355_	LOC124225219_	OR52E3_	LOC112667858_	OR52E3_
LOC106802404_	LOC106802404_	LOC131409041_	LOC106830109_	LOC124225521_	OR51L23_	LOC112667332_	OR51L2_
LOC106802406_	LOC106802406_	LOC131409040_	LOC106830354_	LOC124225245_	OR52E2_	LOC112667856_	OR52E2_
LOC106802407_	LOC106802407_	LOC131407997_	LOC106830110_	LOC124225320_	OR52E1_	LOC112667330_	OR52E1_
LOC101391185_	LOC101391185_	LOC131407992_	LOC106830108_	LOC124251947_	OR51L24_	LOC112667871_	OR51L4_
LOC101397081_	LOC101397081_	LOC131407986_	LOC106831590_	LOC124225751_	OR52J3_	LOC112667853_	OR52J3D_
LOC101397597_	LOC101397597_	LOC131409033_	LOC106831631_	LOC124251919_	OR51P1_	LOC112667852_	OR51P1_
LOC101397855_	LOC101397855_	LOC131409032_	LOC106831630_	LOC124225525_	OR51L1_	LOC112667497_	OR51L1C_
LOC101398368_	LOC101398368_	LOC131407985_	OR51G1_	LOC124225435_	OR51G1_	LOC112667324_	OR51G1B_
LOC101398611_	LOC101398611_	LOC131409031_	LOC106831593_	LOC124225741_	OR51A7_	LOC112667849_	OR51A7_
LOC101398876_	LOC101398876_	LOC131407983_	OR51T1_	LOC124225529_	OR51T6_	LOC112667847_	OR51T1_
LOC101399665_	LOC101399665_	LOC131407980_	OR51S1_	LOC124225753_	OR51S1_	LOC112667844_	OR51S1_
LOC101400181_	LOC101400181_	LOC131407979_	LOC106831699_	LOC124233397_	OR51F2D_	LOC112667842_	OR51F2_
LOC101394486_	LOC101394486_	LOC131409024_	LOC106831603_	LOC124225534_	OR51F4_	LOC112667837_	OR51F4_
LOC101395517_	LOC101395517_	LOC131408713_	LOC106831706_	LOC124225378_	OR51F5D_	LOC112667836_	OR51F5B_
LOC101402030_	LOC101402030_	LOC131408721_	LOC106831707_	LOC124251790_	OR51E2_	LOC112667491_	OR51E2_
LOC106802412_	LOC106802412_	LOC131408712_	LOC106831609_	LOC124252466_	OR51A49_	LOC112642496_	OR51A49_
LOC106800064_	LOC106800064_	LOC131408710_	LOC106831710_	LOC124252469_	OR51E1_	LOC112642486_	OR51E1_
LOC101402541_	LOC101402541_	LOC131408706_	LOC106831712_	LOC124252465_	OR51D1_	LOC112642493_	OR51D1_
LOC101397599_	LOC101397599_	LOC131409020_	OR52M1_	LOC124251844_	OR52M2_	LOC112667833_	OR52M2_
LOC101398123_	LOC101398123_	LOC131409019_	LOC106831615_	LOC124251945_	OR52P2_	LOC112667831_	OR52P2_
LOC101404115_	LOC101404115_	LOC131407966_	LOC106831616_	LOC124251897_	OR51AE1_	LOC112667830_	OR51R1_
LOC101405430_	LOC101405430_	LOC131408699_	TRIM21_	TRIM21_	TRIM21_	TRIM21_	TRIM21_
LOC101399666_	LOC101399666_	LOC131408697_	LOC106831714_	LOC124225812_	OR52B3_	LOC112667316_	OR52B3_
LOC101399921_	LOC101399921_	LOC131409013_	LOC106831715_	LOC124251734_	OR52B4F_	LOC112667363_	OR52B4C_
LOC101406734_	LOC101406734_	LOC131407946_	LOC106831621_	LOC124225545_	OR55B4_	LOC112667312_	LOC525033_
LOC101406996_	LOC101406996_	LOC131409010_	LOC106831622_	LOC124225546_	OR55B1_	LOC112667827_	OR55B1_
LOC101407266_	LOC101407266_	RRM1_	RRM1_	RRM1_	RRM1_	RRM1_	RRM1_
LOC101407528_	LOC101407528_	STIM1_	STIM1_	STIM1_	STIM1_	STIM1_	STIM1_
LOC101407968_	LOC101407968_	RHOG_	RHOG_	RHOG_	RHOG_	RHOG_	RHOG_
LOC101408226_	LOC101408226_	PGAP2_	PGAP2_	PGAP2_	PGAP2_	PGAP2_	PGAP2_
LOC101408832_	LOC101408832_	NUP98_	NUP98_	NUP98_	NUP98_	NUP98_	NUP98_
LOC101387145_	LOC101387145_	ART1_	ART1_	ART1_	ART1_	ART1_	ART1_
LOC101387652_	LOC101387652_	ART5_	ART5_	ART5_	ART5_	ART5_	LOC112441637_
LOC101387390_	LOC101387390_	XNDC1N_	XNDC1N_	XNDC1N_	TRPC2_	XNDC1N_	TRPC2_
LOC101402031_	LOC101402031_	NUMA1_	NUMA1_	NUMA1_	NUMA1_	NUMA1_	NUMA1_
LOC101388685_	LOC101388685_	LAMTOR1_	LAMTOR1_	LAMTOR1_	LAMTOR1_	LAMTOR1_	LAMTOR1_
LOC101388426_	LOC101388426_	LOC131408686_	LOC106831650_	LOC124225548_	TOMT_	TOMT_	TOMT_
LOC101388951_	LOC101388951_	ANAPC15_	ANAPC15_	ANAPC15_	ANAPC15_	LOC118352615_	ANAPC15_
LOC101389626_	LOC101389626_	LOC131408684_	FOLR2_	FOLR2_	LOC100066065_	FOLR2_	FOLR2_
LOC101402542_	LOC101402542_	INPPL1_	INPPL1_	INPPL1_	INPPL1_	INPPL1_	INPPL1_
LOC101402809_	LOC101402809_	PHOX2A_	PHOX2A_	PHOX2A_	PHOX2A_	PHOX2A_	PHOX2A_
LOC101389901_	LOC101389901_	CLPB_	CLPB_	CLPB_	CLPB_	CLPB_	CLPB_
LOC101390506_	LOC101390506_	PDE2A_	PDE2A_	PDE2A_	PDE2A_	PDE2A_	PDE2A_
LOC101391084_	LOC101391084_	ARAP1_	ARAP1_	ARAP1_	ARAP1_	ARAP1_	ARAP1_
LOC101391504_	LOC101391504_	STARD10_	STARD10_	STARD10_	STARD10_	STARD10_	STARD10_
LOC101392104_	LOC101392104_	ATG16L2_	ATG16L2_	ATG16L2_	ATG16L2_	ATG16L2_	ATG16L2_
LOC101392374_	LOC101392374_	FCHSD2_	FCHSD2_	FCHSD2_	FCHSD2_	FCHSD2_	FCHSD2_
LOC101392969_	LOC101392969_	P2RY2_	P2RY2_	P2RY2_	P2RY2_	P2RY2_	P2RY2_
LOC101393230_	LOC101393230_	P2RY6_	P2RY6_	P2RY6_	P2RY6_	P2RY6_	P2RY6_
LOC101393470_	LOC101393470_	ARHGEF17_	ARHGEF17_	ARHGEF17_	ARHGEF17_	ARHGEF17_	ARHGEF17_
LOC101393733_	LOC101393733_	RELT_	RELT_	RELT_	RELT_	RELT_	RELT_
LOC101393992_	LOC101393992_	FAM168A_	FAM168A_	FAM168A_	FAM168A_	FAM168A_	FAM168A_
LOC101394234_	LOC101394234_	PLEKHB1_	PLEKHB1_	PLEKHB1_	PLEKHB1_	PLEKHB1_	PLEKHB1_
LOC101394662_	LOC101394662_	RAB6A_	RAB6A_	RAB6A_	RAB6A_	RAB6A_	RAB6A_
LOC101395256_	LOC101395256_	MRPL48_	MRPL48_	MRPL48_	MRPL48_	MRPL48_	MRPL48_
LOC101395516_	LOC101395516_	LOC131408658_	COA4_	LOC124252153_	COA4_	LOC112667441_	COA4_
LOC101395776_	LOC101395776_	PAAF1_	PAAF1_	PAAF1_	PAAF1_	PAAF1_	PAAF1_
LOC101396030_	LOC101396030_	DNAJB13_	DNAJB13_	DNAJB13_	DNAJB13_	DNAJB13_	DNAJB13_
LOC101396298_	LOC101396298_	LOC131408652_	UCP2_	UCP2_	UCP2_	UCP2_	UCP2_
LOC101396820_	LOC101396820_	C2CD3_	C2CD3_	C2CD3_	C2CD3_	C2CD3_	C2CD3_
LOC101397082_	LOC101397082_	PPME1_	PPME1_	PPME1_	PPME1_	PPME1_	PPME1_
LOC101403334_	LOC101403334_	P4HA3_	P4HA3_	P4HA3_	P4HA3_	P4HA3_	P4HA3_
LOC101397515_	LOC101397515_	PGM2L1_	PGM2L1_	PGM2L1_	PGM2L1_	PGM2L1_	PGM2L1_
LOC101398035_	LOC101398035_	LIPT2_	LIPT2_	LIPT2_	LIPT2_	LIPT2_	LIPT2_
LOC101398291_	LOC101398291_	POLD3_	POLD3_	POLD3_	POLD3_	POLD3_	POLD3_
