Type,Num_Taxa,Taxa
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Rhinopithecus_bieti',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Nycticebus_coucang', 'Otolemur_garnettii')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Cebus_imitator',)"
Shared,2,"('Aotus_nancymaae', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Callithrix_jacchus',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Eulemur_rufifrons', 'Lemur_catta')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Otolemur_garnettii',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Lemur_catta',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Saimiri_boliviensis',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Cynocephalus_volans',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Homo_sapiens', 'Pan_paniscus')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_nemestrina', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_thibetana')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Pongo_abelii', 'Pongo_pygmaeus')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Macaca_nemestrina',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Eulemur_rufifrons', 'Lemur_catta', 'Microcebus_murinus', 'Propithecus_coquereli')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Hylobates_moloch', 'Nomascus_leucogenys', 'Symphalangus_syndactylus')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Nomascus_leucogenys', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi');('Carlito_syrichta', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Lemur_catta', 'Microcebus_murinus', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Propithecus_coquereli', 'Tupaia_chinensis')"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Eulemur_rufifrons', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Lemur_catta', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Mandrillus_leucophaeus', 'Microcebus_murinus', 'Nomascus_leucogenys', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Propithecus_coquereli', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Macaca_thibetana',)"
Shared,2,"('Aotus_nancymaae', 'Callithrix_jacchus', 'Carlito_syrichta', 'Cebus_imitator', 'Cercocebus_atys', 'Chlorocebus_sabaeus', 'Colobus_angolensis', 'Cynocephalus_volans', 'Galeopterus_variegatus', 'Gorilla_gorilla', 'Homo_sapiens', 'Hylobates_moloch', 'Macaca_fascicularis', 'Macaca_mulatta', 'Macaca_nemestrina', 'Macaca_thibetana', 'Mandrillus_leucophaeus', 'Nomascus_leucogenys', 'Pan_paniscus', 'Papio_anubis', 'Piliocolobus_tephrosceles', 'Pongo_abelii', 'Pongo_pygmaeus', 'Rhinopithecus_bieti', 'Rhinopithecus_roxellana', 'Saimiri_boliviensis', 'Sapajus_apella', 'Symphalangus_syndactylus', 'Theropithecus_gelada', 'Trachypithecus_francoisi', 'Tupaia_chinensis');('Eulemur_rufifrons', 'Lemur_catta', 'Microcebus_murinus', 'Nycticebus_coucang', 'Otolemur_garnettii', 'Propithecus_coquereli')"
