model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.888,88.904,SRV,1
null,2,0.889,9.31,SRV,1
null,3,7.149,1.785,SRV,1
null,1,0.887,73.51,SRV,3
null,2,0.891,24.707,SRV,3
null,3,7.155,1.784,SRV,3
null,1,0.888,98.215,SRV,4
null,2,1.183,0.0,SRV,4
null,3,7.148,1.785,SRV,4
null,1,0.888,90.434,SRV,5
null,2,0.89,7.778,SRV,5
null,3,7.145,1.788,SRV,5
null,1,0.888,98.216,SRV,6
null,2,1.08,0.0,SRV,6
null,3,7.153,1.784,SRV,6
null,1,0.887,12.863,SRV,7
null,2,0.888,85.344,SRV,7
null,3,7.141,1.794,SRV,7
null,1,0.247,0.0,SRV,8
null,2,0.888,98.221,SRV,8
null,3,7.162,1.779,SRV,8
null,1,0.888,85.752,SRV,9
null,2,0.889,12.461,SRV,9
null,3,7.141,1.787,SRV,9
null,1,0.888,85.913,SRV,10
null,2,0.891,12.3,SRV,10
null,3,7.153,1.787,SRV,10
