replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.4018,1.84,-4063.03,8202.45,38,-4063.38,8201.13,37,0.3029,0.1172,Convergence/flat likelihood
2,SRV,0.4009,1.84,-4063.03,8202.45,38,-4063.38,8201.14,37,0.3029,0.1172,Convergence/flat likelihood
3,SRV,0.4017,1.83,-4063.03,8202.45,38,-4063.38,8201.14,37,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.4021,1.83,-4063.03,8202.45,38,-4063.38,8201.14,37,0.3029,0.1172,Convergence/flat likelihood
5,SRV,0.402,1.82,-4063.02,8202.45,38,-4063.38,8201.13,37,0.3029,0.1172,Convergence/flat likelihood
6,SRV,0.402,1.84,-4063.03,8202.45,38,-4063.38,8201.13,37,0.3029,0.1172,Convergence/flat likelihood
7,SRV,0.4023,1.83,-4063.03,8202.45,38,-4063.38,8201.13,37,0.3029,0.1172,Convergence/flat likelihood
8,SRV,0.4021,1.84,-4063.03,8202.45,38,-4063.38,8201.14,37,0.3029,0.1172,Convergence/flat likelihood
9,SRV,0.4009,1.85,-4063.03,8202.46,38,-4063.38,8201.14,37,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.4019,1.83,-4063.03,8202.45,38,-4063.38,8201.14,37,0.3029,0.1172,Convergence/flat likelihood
1,SRV+Double,0.4022,1.83,-4063.03,8206.49,40,-4063.38,8205.17,39,0.3029,0.1172,Convergence/flat likelihood
2,SRV+Double,0.9435,1.83,-4063.03,8208.52,41,-4063.03,8206.5,40,0.3029,0.1172,Convergence/flat likelihood
3,SRV+Double,0.4023,1.84,-4063.03,8206.49,40,-4063.38,8205.17,39,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.4016,1.83,-4063.03,8206.5,40,-4063.38,8205.18,39,0.3029,0.1172,Convergence/flat likelihood
5,SRV+Double,0.4019,1.83,-4063.03,8206.5,40,-4063.38,8205.18,39,0.3029,0.1172,Convergence/flat likelihood
6,SRV+Double,0.4022,1.83,-4063.03,8206.49,40,-4063.38,8205.17,39,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.4022,1.84,-4063.03,8206.49,40,-4063.38,8205.17,39,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.402,1.83,-4063.02,8206.49,40,-4063.38,8205.17,39,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.4015,1.83,-4063.03,8206.49,40,-4063.38,8205.18,39,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.4016,1.83,-4063.02,8206.49,40,-4063.38,8205.17,39,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.4012,1.84,-4063.03,8210.54,42,-4063.38,8209.23,41,0.3029,0.1172,Convergence/flat likelihood
2,SRV+Double+Triple,0.4025,1.84,-4063.03,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.4021,1.82,-4063.02,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood
4,SRV+Double+Triple,0.4016,1.83,-4063.03,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood
5,SRV+Double+Triple,0.4014,1.84,-4063.03,8210.54,42,-4063.38,8209.23,41,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.4014,1.84,-4063.03,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood
7,SRV+Double+Triple,0.4019,1.84,-4063.03,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood
8,SRV+Double+Triple,0.4021,1.83,-4063.03,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.4021,1.82,-4063.03,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood
10,SRV+Double+Triple,0.4021,1.83,-4063.03,8210.54,42,-4063.38,8209.22,41,0.3029,0.1172,Convergence/flat likelihood; Collapsed rate class
