model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.887,12.031,SRV,1
null,2,0.889,86.195,SRV,1
null,3,7.17,1.775,SRV,1
null,1,0.888,98.221,SRV,2
null,2,0.956,0.0,SRV,2
null,3,7.166,1.779,SRV,2
null,1,0.888,98.217,SRV,3
null,2,1.093,0.0,SRV,3
null,3,7.156,1.783,SRV,3
null,1,0.888,98.221,SRV,4
null,2,1.088,0.0,SRV,4
null,3,7.163,1.779,SRV,4
null,1,0.886,15.114,SRV,5
null,2,0.889,83.114,SRV,5
null,3,7.191,1.772,SRV,5
null,1,0.888,89.352,SRV,6
null,2,0.89,8.877,SRV,6
null,3,7.199,1.772,SRV,6
null,1,0.888,98.22,SRV,7
null,2,7.126,0.002,SRV,7
null,3,7.157,1.778,SRV,7
null,1,0.887,8.866,SRV,8
null,2,0.889,89.362,SRV,8
null,3,7.173,1.772,SRV,8
null,1,0.888,98.222,SRV,9
null,2,1.348,0.0,SRV,9
null,3,7.178,1.778,SRV,9
null,1,0.887,14.544,SRV,10
null,2,0.889,83.685,SRV,10
null,3,7.173,1.772,SRV,10
