model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.884,10.344,SRV,1
null,2,0.889,87.876,SRV,1
null,3,7.152,1.78,SRV,1
null,1,0.0,0.15,SRV,2
null,2,0.89,98.081,SRV,2
null,3,7.171,1.769,SRV,2
null,1,0.0,0.098,SRV,3
null,2,0.89,98.129,SRV,3
null,3,7.162,1.772,SRV,3
null,1,0.884,85.766,SRV,4
null,2,0.913,12.425,SRV,4
null,3,7.109,1.809,SRV,4
null,1,0.887,85.539,SRV,5
null,2,0.891,12.645,SRV,5
null,3,7.094,1.815,SRV,5
null,1,0.0,0.209,SRV,6
null,2,0.891,98.017,SRV,6
null,3,7.158,1.774,SRV,6
null,1,0.888,14.181,SRV,7
null,2,0.889,84.044,SRV,7
null,3,7.157,1.775,SRV,7
null,1,0.888,90.479,SRV,8
null,2,0.892,7.743,SRV,8
null,3,7.167,1.778,SRV,8
null,1,0.887,20.657,SRV,9
null,2,0.889,77.56,SRV,9
null,3,7.143,1.783,SRV,9
null,1,0.0,0.193,SRV,10
null,2,0.891,98.039,SRV,10
null,3,7.179,1.768,SRV,10
