model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.012,57.517,SRV,1
null,2,0.26,32.495,SRV,1
null,3,9.094,9.988,SRV,1
null,1,0.044,58.896,SRV,2
null,2,0.193,30.956,SRV,2
null,3,9.011,10.148,SRV,2
null,1,0.036,59.162,SRV,3
null,2,0.212,30.722,SRV,3
null,3,9.031,10.117,SRV,3
null,1,0.0,56.677,SRV,4
null,2,0.275,33.315,SRV,4
null,3,9.078,10.008,SRV,4
null,1,0.011,57.651,SRV,5
null,2,0.264,32.358,SRV,5
null,3,9.091,9.991,SRV,5
null,1,0.028,59.621,SRV,6
null,2,0.212,30.102,SRV,6
null,3,8.945,10.278,SRV,6
null,1,0.049,59.437,SRV,7
null,2,0.181,30.421,SRV,7
null,3,9.026,10.142,SRV,7
null,1,0.055,60.627,SRV,8
null,2,0.184,29.265,SRV,8
null,3,9.033,10.108,SRV,8
null,1,0.049,58.286,SRV,9
null,2,0.184,31.608,SRV,9
null,3,9.033,10.106,SRV,9
null,1,0.051,59.283,SRV,10
null,2,0.184,30.62,SRV,10
null,3,9.045,10.097,SRV,10
