replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.0552,1.87,-5856.98,11782.39,34,-5858.82,11784.04,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.0548,1.99,-5856.98,11782.38,34,-5858.82,11784.04,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.0545,1.99,-5856.97,11782.37,34,-5858.82,11784.04,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.1793,1.53,-5855.84,11782.14,35,-5856.74,11781.92,34,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.1756,1.52,-5855.83,11782.11,35,-5856.74,11781.91,34,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.0546,1.99,-5856.97,11782.37,34,-5858.82,11784.04,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.0543,1.99,-5856.97,11782.37,34,-5858.82,11784.05,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.0535,2.02,-5856.96,11782.34,34,-5858.82,11784.04,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.0546,1.95,-5856.97,11782.37,34,-5858.82,11784.04,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.0548,2.02,-5856.98,11782.38,34,-5858.82,11784.04,33,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.0536,1.81,-5856.96,11786.39,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.0547,1.73,-5856.97,11786.43,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.0538,1.91,-5856.96,11786.4,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.0545,1.72,-5856.97,11786.43,36,-5858.82,11788.1,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.0533,1.87,-5856.95,11786.39,36,-5858.82,11788.1,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.0546,1.75,-5856.97,11786.42,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.0543,1.73,-5856.97,11786.42,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.0536,1.81,-5856.96,11786.4,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.0555,1.87,-5856.99,11786.45,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.0545,1.8,-5856.97,11786.42,36,-5858.82,11788.09,35,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.2233,1.53,-5855.84,11790.24,39,-5856.58,11789.69,38,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.0372,1.69,-5856.65,11789.84,38,-5858.82,11792.15,37,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.0373,1.68,-5856.65,11789.84,38,-5858.82,11792.15,37,0.247,0.1071,Collapsed rate class
4,SRV+Double+Triple,0.0373,1.65,-5856.65,11789.84,38,-5858.82,11792.15,37,0.247,0.1071,Collapsed rate class
5,SRV+Double+Triple,0.0378,1.74,-5856.66,11789.86,38,-5858.82,11792.15,37,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.0377,1.6,-5856.66,11789.86,38,-5858.82,11792.15,37,0.247,0.1071,Collapsed rate class
7,SRV+Double+Triple,0.0378,1.68,-5856.66,11789.86,38,-5858.82,11792.15,37,0.247,0.1071,Collapsed rate class
8,SRV+Double+Triple,0.0373,1.7,-5856.65,11789.84,38,-5858.82,11792.15,37,0.247,0.1071,Collapsed rate class
9,SRV+Double+Triple,0.2245,1.52,-5855.84,11790.24,39,-5856.58,11789.69,38,0.247,0.1071,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.0376,1.69,-5856.66,11789.85,38,-5858.82,11792.15,37,0.247,0.1071,Collapsed rate class
