model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,2.641,SRV,1
null,2,0.819,89.932,SRV,1
null,3,3.546,7.426,SRV,1
null,1,0.772,90.916,SRV,2
null,2,3.237,8.322,SRV,2
null,3,3.777,0.762,SRV,2
null,1,0.708,58.531,SRV,3
null,2,0.916,33.157,SRV,3
null,3,3.391,8.312,SRV,3
null,1,0.763,83.884,SRV,4
null,2,0.895,7.114,SRV,4
null,3,3.29,9.002,SRV,4
null,1,0.0,3.137,SRV,5
null,2,0.827,89.824,SRV,5
null,3,3.65,7.039,SRV,5
null,1,0.75,28.699,SRV,7
null,2,0.783,62.262,SRV,7
null,3,3.286,9.039,SRV,7
null,1,0.771,90.864,SRV,8
null,2,3.271,8.719,SRV,8
null,3,3.309,0.417,SRV,8
null,1,0.727,70.797,SRV,10
null,2,0.979,21.067,SRV,10
null,3,3.433,8.137,SRV,10
