model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.032,60.278,SRV,1
null,2,0.226,29.604,SRV,1
null,3,9.034,10.118,SRV,1
null,1,0.043,59.292,SRV,2
null,2,0.189,30.513,SRV,2
null,3,8.994,10.195,SRV,2
null,1,0.056,59.49,SRV,3
null,2,0.189,30.501,SRV,3
null,3,9.085,10.008,SRV,3
null,1,0.038,58.536,SRV,4
null,2,0.21,31.382,SRV,4
null,3,9.044,10.082,SRV,4
null,1,0.019,58.785,SRV,5
null,2,0.235,31.064,SRV,5
null,3,9.018,10.151,SRV,5
null,1,0.052,60.238,SRV,6
null,2,0.171,29.546,SRV,6
null,3,8.986,10.216,SRV,6
null,1,0.027,60.079,SRV,7
null,2,0.192,29.481,SRV,7
null,3,8.884,10.44,SRV,7
null,1,0.0,56.142,SRV,8
null,2,0.309,34.151,SRV,8
null,3,9.213,9.707,SRV,8
null,1,0.0,55.584,SRV,9
null,2,0.316,34.81,SRV,9
null,3,9.265,9.606,SRV,9
null,1,0.0,60.397,SRV,10
null,2,0.376,30.053,SRV,10
null,3,9.286,9.55,SRV,10
