model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.888,81.265,SRV,1
null,2,0.889,16.95,SRV,1
null,3,7.143,1.785,SRV,1
null,1,0.889,98.222,SRV,2
null,2,7.135,0.167,SRV,2
null,3,7.16,1.611,SRV,2
null,1,0.888,81.639,SRV,3
null,2,0.89,16.58,SRV,3
null,3,7.15,1.78,SRV,3
alternative,1,0.888,8.699,SRV,4
alternative,2,0.893,89.85,SRV,4
alternative,3,8.308,1.45,SRV,4
null,1,0.886,10.528,SRV,4
null,2,0.886,87.639,SRV,4
null,3,7.086,1.832,SRV,4
alternative,1,0.892,91.056,SRV,5
alternative,2,0.898,7.497,SRV,5
alternative,3,8.306,1.447,SRV,5
null,1,0.887,89.056,SRV,5
null,2,0.887,9.116,SRV,5
null,3,7.084,1.828,SRV,5
null,1,0.889,82.433,SRV,6
null,2,0.889,15.788,SRV,6
null,3,7.147,1.779,SRV,6
null,1,0.886,9.771,SRV,7
null,2,0.889,88.454,SRV,7
null,3,7.158,1.775,SRV,7
null,1,0.0,0.137,SRV,8
null,2,0.89,98.102,SRV,8
null,3,7.185,1.761,SRV,8
null,1,0.888,76.767,SRV,9
null,2,0.893,21.472,SRV,9
null,3,7.175,1.761,SRV,9
null,1,0.888,87.792,SRV,10
null,2,0.894,10.428,SRV,10
null,3,7.164,1.779,SRV,10
