model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.742,67.222,SRV,1
null,2,0.867,23.841,SRV,1
null,3,3.297,8.937,SRV,1
null,1,0.733,87.309,SRV,2
null,2,2.502,12.214,SRV,2
null,3,11.504,0.477,SRV,2
null,1,0.754,77.752,SRV,3
null,2,0.887,13.281,SRV,3
null,3,3.297,8.967,SRV,3
null,1,0.765,87.276,SRV,4
null,2,0.984,3.917,SRV,4
null,3,3.335,8.807,SRV,4
null,1,0.0,2.638,SRV,5
null,2,0.818,89.887,SRV,5
null,3,3.538,7.475,SRV,5
null,1,0.772,90.853,SRV,6
null,2,3.227,0.741,SRV,6
null,3,3.273,8.406,SRV,6
null,1,0.731,71.955,SRV,7
null,2,0.969,19.741,SRV,7
null,3,3.407,8.304,SRV,7
null,1,0.0,3.078,SRV,8
null,2,0.826,89.903,SRV,8
null,3,3.663,7.019,SRV,8
null,1,0.441,15.384,SRV,9
null,2,0.871,77.525,SRV,9
null,3,3.622,7.092,SRV,9
null,1,0.711,62.942,SRV,10
null,2,0.945,28.954,SRV,10
null,3,3.443,8.103,SRV,10
