model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.4798,SRV+Double,1
alternative,reference,2H,0.2382,SRV+Double,1
alternative,test,2H,0.8012,SRV+Double,1
null,reference,2H,0.2831,SRV+Double,1
null,reference,2H,0.1573,SRV+Double,1
null,test,2H,0.6937,SRV+Double,1
null,test,2H,0.778,SRV+Double,1
alternative,reference,2H,0.4273,SRV+Double,2
alternative,reference,2H,0.2345,SRV+Double,2
alternative,test,2H,0.8013,SRV+Double,2
null,reference,2H,0.2843,SRV+Double,2
null,reference,2H,0.1563,SRV+Double,2
null,test,2H,0.6956,SRV+Double,2
null,test,2H,0.7792,SRV+Double,2
alternative,reference,2H,0.4291,SRV+Double,3
alternative,reference,2H,0.2379,SRV+Double,3
alternative,test,2H,0.8004,SRV+Double,3
null,reference,2H,0.2841,SRV+Double,3
null,reference,2H,0.1584,SRV+Double,3
null,test,2H,0.698,SRV+Double,3
null,test,2H,0.78,SRV+Double,3
alternative,reference,2H,0.4267,SRV+Double,4
alternative,reference,2H,0.2377,SRV+Double,4
alternative,test,2H,0.8014,SRV+Double,4
null,reference,2H,0.2828,SRV+Double,4
null,reference,2H,0.1569,SRV+Double,4
null,test,2H,0.6967,SRV+Double,4
null,test,2H,0.7818,SRV+Double,4
alternative,reference,2H,0.4288,SRV+Double,5
alternative,reference,2H,0.2374,SRV+Double,5
alternative,test,2H,0.8038,SRV+Double,5
null,reference,2H,0.2687,SRV+Double,5
null,reference,2H,0.1714,SRV+Double,5
null,test,2H,0.6521,SRV+Double,5
null,test,2H,0.7837,SRV+Double,5
alternative,reference,2H,0.4289,SRV+Double,6
alternative,reference,2H,0.2389,SRV+Double,6
alternative,test,2H,0.7994,SRV+Double,6
null,reference,2H,0.2818,SRV+Double,6
null,reference,2H,0.1579,SRV+Double,6
null,test,2H,0.6936,SRV+Double,6
null,test,2H,0.7803,SRV+Double,6
alternative,reference,2H,0.4438,SRV+Double,7
alternative,reference,2H,0.2377,SRV+Double,7
alternative,test,2H,0.8016,SRV+Double,7
null,reference,2H,0.2814,SRV+Double,7
null,reference,2H,0.1621,SRV+Double,7
null,test,2H,0.6937,SRV+Double,7
null,test,2H,0.7875,SRV+Double,7
alternative,reference,2H,0.449,SRV+Double,8
alternative,reference,2H,0.2357,SRV+Double,8
alternative,test,2H,0.7991,SRV+Double,8
null,reference,2H,0.284,SRV+Double,8
null,reference,2H,0.1574,SRV+Double,8
null,test,2H,0.6967,SRV+Double,8
null,test,2H,0.7817,SRV+Double,8
alternative,reference,2H,0.4284,SRV+Double,9
alternative,reference,2H,0.2378,SRV+Double,9
alternative,test,2H,0.8076,SRV+Double,9
null,reference,2H,0.2692,SRV+Double,9
null,reference,2H,0.1604,SRV+Double,9
null,test,2H,0.6569,SRV+Double,9
null,test,2H,0.7819,SRV+Double,9
alternative,reference,2H,0.4297,SRV+Double,10
alternative,reference,2H,0.2378,SRV+Double,10
alternative,test,2H,0.8044,SRV+Double,10
null,reference,2H,0.2827,SRV+Double,10
null,reference,2H,0.1572,SRV+Double,10
null,test,2H,0.697,SRV+Double,10
null,test,2H,0.7799,SRV+Double,10
