model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.733,87.28,SRV,1
null,2,2.483,12.241,SRV,1
null,3,11.788,0.479,SRV,1
null,1,0.767,88.056,SRV,2
null,2,0.986,3.147,SRV,2
null,3,3.336,8.797,SRV,2
null,1,0.0,3.031,SRV,3
null,2,0.827,90.047,SRV,3
null,3,3.683,6.922,SRV,3
null,1,0.0,3.058,SRV,4
null,2,0.828,90.009,SRV,4
null,3,3.68,6.934,SRV,4
null,1,0.0,3.073,SRV,5
null,2,0.828,89.981,SRV,5
null,3,3.675,6.946,SRV,5
null,1,0.0,3.114,SRV,6
null,2,0.827,89.862,SRV,6
null,3,3.66,7.025,SRV,6
null,1,0.767,87.642,SRV,7
null,2,0.981,3.619,SRV,7
null,3,3.348,8.739,SRV,7
null,1,0.0,3.015,SRV,8
null,2,0.827,90.034,SRV,8
null,3,3.679,6.951,SRV,8
null,1,0.0,3.016,SRV,9
null,2,0.825,89.896,SRV,9
null,3,3.641,7.088,SRV,9
null,1,0.716,62.477,SRV,10
null,2,0.924,29.288,SRV,10
null,3,3.427,8.235,SRV,10
