replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,1.0,0.34,-7602.31,15289.01,42,-7602.2,15286.78,41,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.4916,0.16,-7602.23,15288.84,42,-7602.46,15287.3,41,0.2695,0.511,Convergence/flat likelihood
3,SRV,0.8681,0.35,-7602.34,15289.08,42,-7602.36,15287.09,41,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.6887,0.35,-7602.28,15288.94,42,-7602.36,15287.08,41,0.2695,0.511,Convergence/flat likelihood
5,SRV,0.934,0.35,-7602.34,15289.08,42,-7602.35,15287.07,41,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.4425,0.16,-7602.03,15288.44,42,-7602.32,15287.01,41,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.4445,17.26,-7602.25,15288.89,42,-7602.46,15287.3,41,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.8973,0.35,-7602.35,15289.08,42,-7602.35,15287.08,41,0.2695,0.511,Convergence/flat likelihood
9,SRV,0.4463,0.14,-7602.08,15288.54,42,-7602.37,15287.1,41,0.2695,0.511,Convergence/flat likelihood
10,SRV,1.0,0.35,-7602.34,15291.09,43,-7602.09,15288.58,42,0.2695,0.511,Convergence/flat likelihood
1,SRV+Double,0.4431,0.16,-7602.03,15292.48,44,-7602.32,15291.05,43,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.4475,0.35,-7602.34,15293.12,44,-7602.63,15291.67,43,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.5275,0.17,-7602.13,15292.69,44,-7602.33,15291.07,43,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.4484,0.35,-7602.28,15292.98,44,-7602.56,15291.53,43,0.2695,0.511,Convergence/flat likelihood
5,SRV+Double,0.443,0.15,-7602.03,15292.49,44,-7602.32,15291.06,43,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.4459,0.16,-7602.12,15292.67,44,-7602.41,15291.24,43,0.2695,0.511,Convergence/flat likelihood
7,SRV+Double,0.5248,0.17,-7602.14,15292.71,44,-7602.34,15291.1,43,0.2695,0.511,Convergence/flat likelihood
8,SRV+Double,0.5281,0.17,-7602.14,15292.7,44,-7602.34,15291.08,43,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.5259,0.16,-7602.13,15292.69,44,-7602.33,15291.08,43,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.4477,0.35,-7602.28,15292.98,44,-7602.56,15291.54,43,0.2695,0.511,Convergence/flat likelihood
1,SRV+Double+Triple,0.4466,0.35,-7602.34,15297.15,46,-7602.63,15295.71,45,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.4481,0.35,-7602.34,15297.16,46,-7602.63,15295.71,45,0.2695,0.511,Convergence/flat likelihood
3,SRV+Double+Triple,0.4488,0.35,-7602.34,15297.15,46,-7602.63,15295.7,45,0.2695,0.511,Convergence/flat likelihood
4,SRV+Double+Triple,0.6444,0.35,-7602.34,15297.15,46,-7602.45,15295.35,45,0.2695,0.511,Convergence/flat likelihood
5,SRV+Double+Triple,0.4463,0.35,-7602.34,15297.15,46,-7602.63,15295.71,45,0.2695,0.511,Convergence/flat likelihood
6,SRV+Double+Triple,0.5855,0.3,-7602.29,15297.05,46,-7602.44,15295.33,45,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.4446,0.16,-7602.2,15296.86,46,-7602.49,15295.43,45,0.2695,0.511,Convergence/flat likelihood
8,SRV+Double+Triple,0.4427,0.16,-7602.08,15296.62,46,-7602.37,15295.19,45,0.2695,0.511,Convergence/flat likelihood
9,SRV+Double+Triple,0.4468,0.35,-7602.34,15297.15,46,-7602.63,15295.71,45,0.2695,0.511,Convergence/flat likelihood
10,SRV+Double+Triple,0.5159,0.14,-7601.99,15296.45,46,-7602.2,15294.85,45,0.2695,0.511,Convergence/flat likelihood; Collapsed rate class
