model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.889,6.435,SRV,1
null,2,0.889,91.772,SRV,1
null,3,7.098,1.793,SRV,1
null,1,0.888,84.281,SRV,2
null,2,0.89,13.935,SRV,2
null,3,7.164,1.784,SRV,2
null,1,0.887,11.406,SRV,3
null,2,0.888,86.811,SRV,3
null,3,7.164,1.783,SRV,3
null,1,0.888,86.545,SRV,4
null,2,0.891,11.672,SRV,4
null,3,7.156,1.783,SRV,4
null,1,0.888,88.528,SRV,5
null,2,0.89,9.696,SRV,5
null,3,7.168,1.776,SRV,5
null,1,0.883,3.283,SRV,6
null,2,0.888,94.92,SRV,6
null,3,7.14,1.796,SRV,6
null,1,0.888,84.979,SRV,7
null,2,0.899,13.245,SRV,7
null,3,7.127,1.776,SRV,7
null,1,0.888,98.207,SRV,8
null,2,1.012,0.0,SRV,8
null,3,7.131,1.793,SRV,8
null,1,0.882,0.0,SRV,9
null,2,0.888,98.201,SRV,9
null,3,7.128,1.799,SRV,9
null,1,0.888,85.285,SRV,10
null,2,0.891,12.942,SRV,10
null,3,7.186,1.773,SRV,10
