replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,1.0,0.95,-7602.56,15289.51,42,-7602.56,15287.49,41,0.2716,0.256,Convergence/flat likelihood
2,SRV,0.8733,0.37,-7602.43,15289.24,42,-7602.44,15287.25,41,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.9415,1.18,-7602.45,15289.29,42,-7602.45,15287.27,41,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.9652,0.95,-7602.63,15289.65,42,-7602.63,15287.64,41,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
5,SRV,1.0,1.13,-7602.45,15289.29,42,-7602.45,15287.26,41,0.2716,0.256,Convergence/flat likelihood
6,SRV,0.9097,1.34,-7602.19,15288.77,42,-7602.19,15286.76,41,0.2716,0.256,Convergence/flat likelihood
7,SRV,0.9302,1.2,-7602.35,15289.09,42,-7602.36,15287.08,41,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
8,SRV,1.0,1.17,-7602.36,15289.11,42,-7602.36,15287.09,41,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.9706,0.95,-7602.63,15289.65,42,-7602.63,15287.64,41,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.9307,1.2,-7602.35,15289.09,42,-7602.36,15287.08,41,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.8483,1.46,-7602.15,15292.72,44,-7602.17,15290.74,43,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.8826,1.31,-7602.31,15293.06,44,-7602.32,15291.06,43,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.9162,1.21,-7602.43,15293.29,44,-7602.44,15291.28,43,0.2716,0.256,Convergence/flat likelihood
4,SRV+Double,0.8778,0.37,-7602.42,15293.27,44,-7602.43,15291.28,43,0.2716,0.256,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.9376,1.32,-7602.19,15292.81,44,-7602.19,15290.8,43,0.2716,0.256,Convergence/flat likelihood
6,SRV+Double,0.9049,1.24,-7602.34,15293.1,44,-7602.34,15291.09,43,0.2716,0.256,Convergence/flat likelihood
7,SRV+Double,0.871,1.43,-7602.16,15292.76,44,-7602.18,15290.76,43,0.2716,0.256,Convergence/flat likelihood
8,SRV+Double,0.8907,1.3,-7602.31,15293.06,44,-7602.32,15291.06,43,0.2716,0.256,Convergence/flat likelihood
9,SRV+Double,0.8762,1.31,-7602.4,15293.23,44,-7602.41,15291.24,43,0.2716,0.256,Convergence/flat likelihood
10,SRV+Double,0.8996,1.25,-7602.42,15293.27,44,-7602.43,15291.26,43,0.2716,0.256,Convergence/flat likelihood
1,SRV+Double+Triple,1.0,0.95,-7602.63,15297.73,46,-7602.63,15295.71,45,0.2716,0.256,Convergence/flat likelihood
2,SRV+Double+Triple,0.9628,0.95,-7602.63,15297.73,46,-7602.63,15295.71,45,0.2716,0.256,Convergence/flat likelihood
3,SRV+Double+Triple,0.9684,0.94,-7602.56,15297.59,46,-7602.56,15295.57,45,0.2716,0.256,Convergence/flat likelihood
4,SRV+Double+Triple,1.0,1.17,-7602.45,15297.36,46,-7602.44,15295.33,45,0.2716,0.256,Convergence/flat likelihood
5,SRV+Double+Triple,0.9698,0.95,-7602.63,15297.73,46,-7602.63,15295.71,45,0.2716,0.256,Convergence/flat likelihood
6,SRV+Double+Triple,0.9384,1.18,-7602.44,15297.35,46,-7602.44,15295.34,45,0.2716,0.256,Convergence/flat likelihood
7,SRV+Double+Triple,1.0,0.96,-7602.63,15297.73,46,-7602.63,15295.7,45,0.2716,0.256,Convergence/flat likelihood
8,SRV+Double+Triple,0.9566,0.94,-7602.56,15297.59,46,-7602.56,15295.57,45,0.2716,0.256,Convergence/flat likelihood
9,SRV+Double+Triple,0.9636,0.95,-7602.63,15297.73,46,-7602.63,15295.71,45,0.2716,0.256,Convergence/flat likelihood
10,SRV+Double+Triple,0.964,0.95,-7602.63,15297.73,46,-7602.63,15295.71,45,0.2716,0.256,Convergence/flat likelihood
