model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,7.166,0.0,SRV,1
alternative,reference,Negative selection,0.003,0.0,SRV,1
alternative,reference,Negative selection,0.256,100.0,SRV,1
alternative,test,Diversifying selection,2.629,0.0,SRV,1
alternative,test,Diversifying selection,7.166,0.0,SRV,1
alternative,test,Negative selection,0.057,0.0,SRV,1
alternative,test,Negative selection,0.512,100.0,SRV,1
alternative,test,Negative selection,0.003,0.0,SRV,1
alternative,test,Negative selection,0.256,100.0,SRV,1
null,reference,Diversifying selection,1.687,0.0,SRV,1
null,reference,Negative selection,0.001,0.0,SRV,1
null,reference,Negative selection,0.291,100.0,SRV,1
null,test,Diversifying selection,1.687,0.0,SRV,1
null,test,Negative selection,0.001,0.0,SRV,1
null,test,Negative selection,0.291,100.0,SRV,1
alternative,reference,Diversifying selection,3.062,0.0,SRV,2
alternative,reference,Negative selection,0.194,1.399,SRV,2
alternative,reference,Negative selection,0.257,98.601,SRV,2
alternative,test,Diversifying selection,1.737,0.0,SRV,2
alternative,test,Diversifying selection,3.062,0.0,SRV,2
alternative,test,Negative selection,0.446,1.399,SRV,2
alternative,test,Negative selection,0.512,98.601,SRV,2
alternative,test,Negative selection,0.194,1.399,SRV,2
alternative,test,Negative selection,0.257,98.601,SRV,2
null,reference,Diversifying selection,1.079,0.0,SRV,2
null,reference,Negative selection,0.152,0.0,SRV,2
null,reference,Negative selection,0.291,100.0,SRV,2
null,test,Diversifying selection,1.079,0.0,SRV,2
null,test,Negative selection,0.152,0.0,SRV,2
null,test,Negative selection,0.291,100.0,SRV,2
alternative,reference,Diversifying selection,5.761,0.0,SRV,3
alternative,reference,Negative selection,0.178,0.0,SRV,3
alternative,reference,Negative selection,0.257,100.0,SRV,3
alternative,test,Diversifying selection,2.373,0.0,SRV,3
alternative,test,Diversifying selection,5.761,0.0,SRV,3
alternative,test,Negative selection,0.427,0.0,SRV,3
alternative,test,Negative selection,0.511,100.0,SRV,3
alternative,test,Negative selection,0.178,0.0,SRV,3
alternative,test,Negative selection,0.257,100.0,SRV,3
null,reference,Diversifying selection,1.566,0.0,SRV,3
null,reference,Negative selection,0.14,0.0,SRV,3
null,reference,Negative selection,0.291,100.0,SRV,3
null,test,Diversifying selection,1.566,0.0,SRV,3
null,test,Negative selection,0.14,0.0,SRV,3
null,test,Negative selection,0.291,100.0,SRV,3
alternative,reference,Diversifying selection,1.774,0.0,SRV,4
alternative,reference,Negative selection,0.186,3.282,SRV,4
alternative,reference,Negative selection,0.259,96.718,SRV,4
alternative,test,Diversifying selection,1.324,0.0,SRV,4
alternative,test,Diversifying selection,1.774,0.0,SRV,4
alternative,test,Negative selection,0.438,3.282,SRV,4
alternative,test,Negative selection,0.516,96.718,SRV,4
alternative,test,Negative selection,0.186,3.282,SRV,4
alternative,test,Negative selection,0.259,96.718,SRV,4
null,reference,Diversifying selection,1.021,0.0,SRV,4
null,reference,Negative selection,0.291,100.0,SRV,4
null,reference,Negative selection,0.327,0.0,SRV,4
null,test,Diversifying selection,1.021,0.0,SRV,4
null,test,Negative selection,0.291,100.0,SRV,4
null,test,Negative selection,0.327,0.0,SRV,4
alternative,reference,Diversifying selection,6.848,0.0,SRV,5
alternative,reference,Negative selection,0.002,0.0,SRV,5
alternative,reference,Negative selection,0.255,100.0,SRV,5
alternative,test,Diversifying selection,2.588,0.0,SRV,5
alternative,test,Diversifying selection,6.848,0.0,SRV,5
alternative,test,Negative selection,0.045,0.0,SRV,5
alternative,test,Negative selection,0.509,100.0,SRV,5
alternative,test,Negative selection,0.002,0.0,SRV,5
alternative,test,Negative selection,0.255,100.0,SRV,5
null,reference,Diversifying selection,1.676,0.0,SRV,5
null,reference,Negative selection,0.004,0.0,SRV,5
null,reference,Negative selection,0.291,100.0,SRV,5
null,test,Diversifying selection,1.676,0.0,SRV,5
null,test,Negative selection,0.004,0.0,SRV,5
null,test,Negative selection,0.291,100.0,SRV,5
alternative,reference,Diversifying selection,6.731,0.0,SRV,6
alternative,reference,Negative selection,0.001,0.0,SRV,6
alternative,reference,Negative selection,0.257,100.0,SRV,6
alternative,test,Diversifying selection,2.569,0.0,SRV,6
alternative,test,Diversifying selection,6.731,0.0,SRV,6
alternative,test,Negative selection,0.03,0.0,SRV,6
alternative,test,Negative selection,0.51,100.0,SRV,6
alternative,test,Negative selection,0.001,0.0,SRV,6
alternative,test,Negative selection,0.257,100.0,SRV,6
null,reference,Diversifying selection,1.353,0.0,SRV,6
null,reference,Negative selection,0.002,0.0,SRV,6
null,reference,Negative selection,0.291,100.0,SRV,6
null,test,Diversifying selection,1.353,0.0,SRV,6
null,test,Negative selection,0.002,0.0,SRV,6
null,test,Negative selection,0.291,100.0,SRV,6
alternative,reference,Diversifying selection,4.726,0.0,SRV,7
alternative,reference,Negative selection,0.178,18.525,SRV,7
alternative,reference,Negative selection,0.275,81.475,SRV,7
alternative,test,Diversifying selection,2.136,0.0,SRV,7
alternative,test,Diversifying selection,4.726,0.0,SRV,7
alternative,test,Negative selection,0.43,18.525,SRV,7
alternative,test,Negative selection,0.532,81.475,SRV,7
alternative,test,Negative selection,0.178,18.525,SRV,7
alternative,test,Negative selection,0.275,81.475,SRV,7
null,reference,Diversifying selection,1.312,0.0,SRV,7
null,reference,Negative selection,0.14,0.0,SRV,7
null,reference,Negative selection,0.291,100.0,SRV,7
null,test,Diversifying selection,1.312,0.0,SRV,7
null,test,Negative selection,0.14,0.0,SRV,7
null,test,Negative selection,0.291,100.0,SRV,7
alternative,reference,Diversifying selection,7.031,0.0,SRV,8
alternative,reference,Negative selection,0.003,0.0,SRV,8
alternative,reference,Negative selection,0.255,100.0,SRV,8
alternative,test,Diversifying selection,2.611,0.0,SRV,8
alternative,test,Diversifying selection,7.031,0.0,SRV,8
alternative,test,Negative selection,0.054,0.0,SRV,8
alternative,test,Negative selection,0.511,100.0,SRV,8
alternative,test,Negative selection,0.003,0.0,SRV,8
alternative,test,Negative selection,0.255,100.0,SRV,8
null,reference,Diversifying selection,1.656,0.0,SRV,8
null,reference,Negative selection,0.004,0.0,SRV,8
null,reference,Negative selection,0.292,100.0,SRV,8
null,test,Diversifying selection,1.656,0.0,SRV,8
null,test,Negative selection,0.004,0.0,SRV,8
null,test,Negative selection,0.292,100.0,SRV,8
alternative,reference,Diversifying selection,4.769,0.0,SRV,9
alternative,reference,Negative selection,0.184,6.709,SRV,9
alternative,reference,Negative selection,0.262,93.291,SRV,9
alternative,test,Diversifying selection,2.157,0.0,SRV,9
alternative,test,Diversifying selection,4.769,0.0,SRV,9
alternative,test,Negative selection,0.435,6.709,SRV,9
alternative,test,Negative selection,0.517,93.291,SRV,9
alternative,test,Negative selection,0.184,6.709,SRV,9
alternative,test,Negative selection,0.262,93.291,SRV,9
null,reference,Diversifying selection,1.32,0.0,SRV,9
null,reference,Negative selection,0.144,0.0,SRV,9
null,reference,Negative selection,0.292,100.0,SRV,9
null,test,Diversifying selection,1.32,0.0,SRV,9
null,test,Negative selection,0.144,0.0,SRV,9
null,test,Negative selection,0.292,100.0,SRV,9
alternative,reference,Diversifying selection,6.321,0.0,SRV,10
alternative,reference,Negative selection,0.191,2.103,SRV,10
alternative,reference,Negative selection,0.258,97.897,SRV,10
alternative,test,Diversifying selection,2.491,0.0,SRV,10
alternative,test,Diversifying selection,6.321,0.0,SRV,10
alternative,test,Negative selection,0.44,2.103,SRV,10
alternative,test,Negative selection,0.512,97.897,SRV,10
alternative,test,Negative selection,0.191,2.103,SRV,10
alternative,test,Negative selection,0.258,97.897,SRV,10
null,reference,Diversifying selection,1.665,0.0,SRV,10
null,reference,Negative selection,0.15,0.0,SRV,10
null,reference,Negative selection,0.292,100.0,SRV,10
null,test,Diversifying selection,1.665,0.0,SRV,10
null,test,Negative selection,0.15,0.0,SRV,10
null,test,Negative selection,0.292,100.0,SRV,10
alternative,reference,Diversifying selection,4.684,0.0,SRV+Double,1
alternative,reference,Negative selection,0.198,17.016,SRV+Double,1
alternative,reference,Negative selection,0.268,82.984,SRV+Double,1
alternative,test,Diversifying selection,2.137,0.0,SRV+Double,1
alternative,test,Diversifying selection,4.684,0.0,SRV+Double,1
alternative,test,Negative selection,0.452,17.016,SRV+Double,1
alternative,test,Negative selection,0.524,82.984,SRV+Double,1
alternative,test,Negative selection,0.198,17.016,SRV+Double,1
alternative,test,Negative selection,0.268,82.984,SRV+Double,1
null,reference,Diversifying selection,1.302,0.0,SRV+Double,1
null,reference,Negative selection,0.156,0.0,SRV+Double,1
null,reference,Negative selection,0.292,100.0,SRV+Double,1
null,test,Diversifying selection,1.302,0.0,SRV+Double,1
null,test,Negative selection,0.156,0.0,SRV+Double,1
null,test,Negative selection,0.292,100.0,SRV+Double,1
alternative,reference,Diversifying selection,6.002,0.0,SRV+Double,2
alternative,reference,Negative selection,0.192,28.889,SRV+Double,2
alternative,reference,Negative selection,0.282,71.111,SRV+Double,2
alternative,test,Diversifying selection,2.429,0.0,SRV+Double,2
alternative,test,Diversifying selection,6.002,0.0,SRV+Double,2
alternative,test,Negative selection,0.441,28.889,SRV+Double,2
alternative,test,Negative selection,0.534,71.111,SRV+Double,2
alternative,test,Negative selection,0.192,28.889,SRV+Double,2
alternative,test,Negative selection,0.282,71.111,SRV+Double,2
null,reference,Diversifying selection,1.257,0.0,SRV+Double,2
null,reference,Negative selection,0.144,0.0,SRV+Double,2
null,reference,Negative selection,0.291,100.0,SRV+Double,2
null,test,Diversifying selection,1.257,0.0,SRV+Double,2
null,test,Negative selection,0.144,0.0,SRV+Double,2
null,test,Negative selection,0.291,100.0,SRV+Double,2
alternative,reference,Diversifying selection,4.777,0.0,SRV+Double,3
alternative,reference,Negative selection,0.208,57.895,SRV+Double,3
alternative,reference,Negative selection,0.32,42.105,SRV+Double,3
alternative,test,Diversifying selection,2.134,0.0,SRV+Double,3
alternative,test,Diversifying selection,4.777,0.0,SRV+Double,3
alternative,test,Negative selection,0.467,57.895,SRV+Double,3
alternative,test,Negative selection,0.576,42.105,SRV+Double,3
alternative,test,Negative selection,0.208,57.895,SRV+Double,3
alternative,test,Negative selection,0.32,42.105,SRV+Double,3
null,reference,Diversifying selection,1.253,0.0,SRV+Double,3
null,reference,Negative selection,0.242,42.06,SRV+Double,3
