model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.888,91.407,SRV,1
null,2,0.892,6.818,SRV,1
null,3,7.175,1.774,SRV,1
null,1,0.888,98.218,SRV,2
null,2,1.198,0.0,SRV,2
null,3,7.157,1.782,SRV,2
null,1,0.884,20.538,SRV,3
null,2,0.887,77.606,SRV,3
null,3,7.022,1.855,SRV,3
null,1,0.887,15.798,SRV,4
null,2,0.888,82.414,SRV,4
null,3,7.151,1.787,SRV,4
null,1,0.888,98.225,SRV,5
null,2,4.573,0.0,SRV,5
null,3,7.174,1.775,SRV,5
null,1,0.888,98.222,SRV,6
null,2,1.025,0.0,SRV,6
null,3,7.169,1.778,SRV,6
null,1,0.887,65.849,SRV,7
null,2,0.89,32.369,SRV,7
null,3,7.162,1.783,SRV,7
null,1,0.888,98.217,SRV,8
null,2,1.159,0.0,SRV,8
null,3,7.156,1.783,SRV,8
null,1,0.882,9.189,SRV,9
null,2,0.887,88.957,SRV,9
null,3,7.011,1.854,SRV,9
null,1,0.888,59.454,SRV,10
null,2,0.89,38.769,SRV,10
null,3,7.169,1.777,SRV,10
