model,class_id,syn_rate,proportion_percent,run_type,replicate
alternative,1,0.024,49.327,SRV,1
alternative,2,0.05,0.0,SRV,1
alternative,3,1.95,50.673,SRV,1
null,1,0.0,38.268,SRV,1
null,2,0.911,35.435,SRV,1
null,3,2.575,26.296,SRV,1
alternative,1,0.021,46.488,SRV,2
alternative,2,0.021,2.767,SRV,2
alternative,3,1.951,50.745,SRV,2
null,1,0.0,42.957,SRV,2
null,2,1.155,31.096,SRV,2
null,3,2.47,25.947,SRV,2
alternative,1,0.022,26.081,SRV,3
alternative,2,0.022,23.213,SRV,3
alternative,3,1.951,50.705,SRV,3
null,1,0.001,36.114,SRV,3
null,2,0.732,32.827,SRV,3
null,3,2.445,31.058,SRV,3
alternative,1,0.0,0.0,SRV,4
alternative,2,0.022,49.248,SRV,4
alternative,3,1.949,50.752,SRV,4
null,1,0.207,42.667,SRV,4
null,2,0.315,22.236,SRV,4
null,3,2.398,35.097,SRV,4
alternative,1,0.02,48.017,SRV,5
alternative,2,0.02,1.345,SRV,5
alternative,3,1.955,50.639,SRV,5
null,1,0.001,34.169,SRV,5
null,2,0.639,33.081,SRV,5
null,3,2.407,32.75,SRV,5
alternative,1,0.024,49.357,SRV,6
alternative,2,0.054,0.0,SRV,6
alternative,3,1.951,50.643,SRV,6
null,1,0.0,33.863,SRV,6
null,2,0.797,31.881,SRV,6
null,3,2.177,34.256,SRV,6
alternative,1,0.02,1.138,SRV,7
alternative,2,0.02,48.124,SRV,7
alternative,3,1.951,50.739,SRV,7
null,1,0.0,33.737,SRV,7
null,2,0.675,27.063,SRV,7
null,3,2.085,39.199,SRV,7
alternative,1,0.022,49.292,SRV,8
alternative,2,0.056,0.0,SRV,8
alternative,3,1.951,50.708,SRV,8
null,1,0.0,26.07,SRV,8
null,2,0.478,40.748,SRV,8
null,3,2.427,33.182,SRV,8
alternative,1,0.023,49.215,SRV,9
alternative,2,0.023,0.061,SRV,9
alternative,3,1.949,50.724,SRV,9
null,1,0.0,33.014,SRV,9
null,2,0.697,37.822,SRV,9
null,3,2.525,29.164,SRV,9
alternative,1,0.023,49.35,SRV,10
alternative,2,0.046,0.0,SRV,10
alternative,3,1.952,50.65,SRV,10
null,1,0.0,40.874,SRV,10
null,2,1.05,33.956,SRV,10
null,3,2.556,25.17,SRV,10
