run_type,replicate,model,branch_set,class_type,class_id,omega,syn_rate,proportion_percent
SRV,1,alternative,reference,omega,Diversifying selection,12.766,,0.281
SRV,1,alternative,reference,omega,Negative selection,0.179,,79.777
SRV,1,alternative,reference,omega,Negative selection,0.253,,19.941
SRV,1,alternative,test,omega,Diversifying selection,5.783,,0.281
SRV,1,alternative,test,omega,Diversifying selection,12.766,,0.281
SRV,1,alternative,test,omega,Negative selection,0.154,,19.941
SRV,1,alternative,test,omega,Negative selection,0.306,,79.777
SRV,1,alternative,test,omega,Negative selection,0.179,,79.777
SRV,1,alternative,test,omega,Negative selection,0.253,,19.941
SRV,1,null,reference,omega,Diversifying selection,11.883,,0.262
SRV,1,null,reference,omega,Negative selection,0.168,,49.712
SRV,1,null,reference,omega,Negative selection,0.221,,50.026
SRV,1,null,test,omega,Diversifying selection,11.883,,0.262
SRV,1,null,test,omega,Negative selection,0.168,,49.712
SRV,1,null,test,omega,Negative selection,0.221,,50.026
SRV,2,alternative,reference,omega,Diversifying selection,12.861,,0.272
SRV,2,alternative,reference,omega,Negative selection,0.19,,82.876
SRV,2,alternative,reference,omega,Negative selection,0.212,,16.852
SRV,2,alternative,test,omega,Diversifying selection,7.278,,0.272
SRV,2,alternative,test,omega,Diversifying selection,12.861,,0.272
SRV,2,alternative,test,omega,Negative selection,0.275,,82.876
SRV,2,alternative,test,omega,Negative selection,0.299,,16.852
SRV,2,alternative,test,omega,Negative selection,0.19,,82.876
SRV,2,alternative,test,omega,Negative selection,0.212,,16.852
SRV,2,null,reference,omega,Diversifying selection,12.208,,0.246
SRV,2,null,reference,omega,Negative selection,0.204,,86.568
SRV,2,null,reference,omega,Negative selection,0.216,,13.186
SRV,2,null,test,omega,Diversifying selection,12.208,,0.246
SRV,2,null,test,omega,Negative selection,0.204,,86.568
SRV,2,null,test,omega,Negative selection,0.216,,13.186
SRV,3,alternative,reference,omega,Diversifying selection,13.082,,0.266
SRV,3,alternative,reference,omega,Negative selection,0.191,,77.603
SRV,3,alternative,reference,omega,Negative selection,0.207,,22.131
SRV,3,alternative,test,omega,Diversifying selection,7.453,,0.266
SRV,3,alternative,test,omega,Diversifying selection,13.082,,0.266
SRV,3,alternative,test,omega,Negative selection,0.274,,77.603
