model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.002,48.853,SRV,1
null,2,0.02,0.0,SRV,1
null,3,1.953,51.147,SRV,1
null,1,0.0,36.196,SRV,2
null,2,1.43,61.252,SRV,2
null,3,4.865,2.552,SRV,2
null,1,0.002,6.858,SRV,3
null,2,0.002,41.988,SRV,3
null,3,1.953,51.154,SRV,3
null,1,0.135,13.2,SRV,4
null,2,0.284,52.425,SRV,4
null,3,2.425,34.375,SRV,4
null,1,0.0,31.025,SRV,5
null,2,0.584,36.8,SRV,5
null,3,2.44,32.175,SRV,5
null,1,0.0,32.444,SRV,6
null,2,0.592,34.461,SRV,6
null,3,2.406,33.094,SRV,6
null,1,0.002,48.825,SRV,7
null,2,0.026,0.0,SRV,7
null,3,1.953,51.175,SRV,7
null,1,0.156,13.374,SRV,8
null,2,0.273,51.956,SRV,8
null,3,2.415,34.67,SRV,8
null,1,0.0,38.548,SRV,9
null,2,0.773,28.644,SRV,9
null,3,2.373,32.808,SRV,9
null,1,0.002,33.924,SRV,10
null,2,0.002,14.927,SRV,10
null,3,1.953,51.149,SRV,10
