model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.703,65.812,SRV,1
null,2,1.016,26.621,SRV,1
null,3,3.532,7.566,SRV,1
null,1,0.764,53.828,SRV,2
null,2,0.783,37.058,SRV,2
null,3,3.276,9.115,SRV,2
null,1,0.774,91.135,SRV,3
null,2,2.517,0.841,SRV,3
null,3,3.41,8.023,SRV,3
null,1,0.0,3.122,SRV,4
null,2,0.829,90.047,SRV,4
null,3,3.711,6.832,SRV,4
null,1,0.772,90.975,SRV,5
null,2,2.617,1.371,SRV,5
null,3,3.418,7.654,SRV,5
null,1,0.0,2.677,SRV,6
null,2,0.819,89.881,SRV,6
null,3,3.542,7.443,SRV,6
null,1,0.702,64.906,SRV,7
null,2,1.005,27.495,SRV,7
null,3,3.526,7.599,SRV,7
null,1,0.0,2.68,SRV,8
null,2,0.819,89.909,SRV,8
null,3,3.552,7.411,SRV,8
null,1,0.0,2.661,SRV,9
null,2,0.819,89.916,SRV,9
null,3,3.547,7.423,SRV,9
null,1,0.699,63.74,SRV,10
null,2,0.999,28.642,SRV,10
null,3,3.524,7.618,SRV,10
