model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.786,96.263,SRV,1
null,2,0.875,0.0,SRV,1
null,3,6.513,3.737,SRV,1
null,1,0.786,22.662,SRV,2
null,2,0.786,73.613,SRV,2
null,3,6.524,3.726,SRV,2
null,1,0.785,22.933,SRV,3
null,2,0.786,73.336,SRV,3
null,3,6.52,3.73,SRV,3
null,1,0.786,12.619,SRV,4
null,2,0.786,83.647,SRV,4
null,3,6.514,3.735,SRV,4
null,1,0.783,0.494,SRV,5
null,2,0.786,95.767,SRV,5
null,3,6.511,3.739,SRV,5
null,1,0.786,96.258,SRV,6
null,2,0.944,0.0,SRV,6
null,3,6.507,3.742,SRV,6
null,1,0.785,0.255,SRV,7
null,2,0.786,96.014,SRV,7
null,3,6.516,3.731,SRV,7
null,1,0.785,83.754,SRV,8
null,2,0.79,12.519,SRV,8
null,3,6.526,3.726,SRV,8
null,1,0.784,0.038,SRV,9
null,2,0.786,96.231,SRV,9
null,3,6.516,3.731,SRV,9
null,1,0.786,88.339,SRV,10
null,2,0.788,7.93,SRV,10
null,3,6.518,3.732,SRV,10
