Aotus_nancymaae	-13176.811427	-13173.906629	5.8096	0.01594	0.29308	0.71832
Callithrix_jacchus	-13176.811427	-13175.70068	2.2215	0.1361	0.29408	0.45344
Carlito_syrichta	-13176.811427	-13175.490976	2.6409	0.1041	0.30791	0.24292
Cebus_imitator	-13176.811427	-13176.807393	0.0081	0.9284	0.29810	0.28277
Cercocebus_atys	-13176.811427	-13175.972493	1.6779	0.1952	0.29756	999.00000
Chlorocebus_sabaeus	-13176.811427	-13176.647766	0.3273	0.5672	0.29876	0.21717
Colobus_angolensis	-13176.811427	-13176.710489	0.2019	0.6532	0.29715	0.35660
Cynocephalus_volans	-13176.811427	-13176.543169	0.5365	0.4639	0.29661	0.40917
Eulemur_rufifrons	-13176.811427	-13176.692993	0.2369	0.6265	0.29870	0.23117
Galeopterus_variegatus	-13176.811427	-13176.802899	0.0171	0.8961	0.29825	0.28293
Gorilla_gorilla	-13176.811427	-13176.707684	0.2075	0.6487	0.29924	0.26020
Homo_sapiens	-13176.811427	-13175.04733	3.5282	0.06033	0.29605	1.30766
Hylobates_moloch	-13176.811427	-13176.348034	0.9268	0.3357	0.29699	0.60885
Lemur_catta	-13176.811427	-13176.790357	0.0421	0.8374	0.29763	0.32569
Macaca_fascicularis	-13176.811427	-13176.247745	1.1274	0.2883	0.29830	0.00010
Macaca_mulatta	-13176.811427	-13175.134851	3.3532	0.06708	0.29713	999.00000
Macaca_nemestrina	-13176.811427	-13176.801061	0.0207	0.8855	0.29810	0.26143
Macaca_thibetana	-13176.811427	-13176.689609	0.2436	0.6216	0.29842	0.19603
Mandrillus_leucophaeus	-13176.811427	-13176.76608	0.0907	0.7633	0.29818	0.20739
Microcebus_murinus	-13176.811427	-13172.007879	9.6071	0.001938	0.30585	0.11080
Nomascus_leucogenys	-13176.811427	-13175.912208	1.7984	0.1799	0.29670	0.89502
Nycticebus_coucang	-13176.811427	-13176.675577	0.2717	0.6022	0.29954	0.25836
Otolemur_garnettii	-13176.811427	-13174.504867	4.6131	0.03173	0.30528	0.17727
Pan_paniscus	-13176.811427	-13176.457852	0.7072	0.4004	0.29879	0.15144
Papio_anubis	-13176.811427	-13175.855595	1.9117	0.1668	0.29646	0.77006
Piliocolobus_tephrosceles	-13176.811427	-13176.807305	0.0082	0.9277	0.29812	0.28475
Pongo_abelii	-13176.811427	-13176.811467	-0.0001	1	0.29798	4.74079
Pongo_pygmaeus	-13176.811427	-13176.811466	-0.0001	1	0.29798	4.42110
Propithecus_coquereli	-13176.811427	-13176.66036	0.3021	0.5825	0.29906	0.24042
Rhinopithecus_bieti	-13176.811427	-13175.391734	2.8394	0.09198	0.29662	1.56508
Rhinopithecus_roxellana	-13176.811427	-13175.970458	1.6819	0.1947	0.29704	1.18963
Saimiri_boliviensis	-13176.811427	-13176.806532	0.0098	0.9212	0.29778	0.30888
Sapajus_apella	-13176.811427	-13176.698312	0.2262	0.6343	0.29737	0.39318
Symphalangus_syndactylus	-13176.811427	-13176.208909	1.2050	0.2723	0.29922	0.13392
Theropithecus_gelada	-13176.811427	-13176.158818	1.3052	0.2533	0.29888	0.08900
Trachypithecus_francoisi	-13176.811427	-13176.319241	0.9844	0.3211	0.29704	0.67802
Tupaia_chinensis	-13176.811427	-13174.012446	5.5980	0.01798	0.31004	0.20733
