model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.874,79.543,SRV,1
null,2,0.883,19.312,SRV,1
null,3,11.721,1.145,SRV,1
null,1,0.873,10.72,SRV,2
null,2,0.877,88.157,SRV,2
null,3,11.857,1.123,SRV,2
null,1,0.876,83.327,SRV,3
null,2,0.877,15.552,SRV,3
null,3,11.925,1.121,SRV,3
null,1,0.877,87.252,SRV,4
null,2,0.878,11.636,SRV,4
null,3,11.934,1.112,SRV,4
null,1,0.875,6.017,SRV,5
null,2,0.876,92.839,SRV,5
null,3,11.714,1.143,SRV,5
null,1,0.872,9.762,SRV,6
null,2,0.877,89.12,SRV,6
null,3,11.887,1.118,SRV,6
null,1,0.875,85.766,SRV,7
null,2,0.881,13.088,SRV,7
null,3,11.735,1.146,SRV,7
null,1,0.876,98.865,SRV,8
null,2,1.99,0.0,SRV,8
null,3,11.768,1.135,SRV,8
null,1,0.876,98.845,SRV,9
null,2,1.968,0.0,SRV,9
null,3,11.633,1.155,SRV,9
null,1,0.875,80.786,SRV,10
null,2,0.881,18.068,SRV,10
null,3,11.685,1.145,SRV,10
