replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.873,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.8734,0.91,-4725.43,9515.32,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.8733,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.8735,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood
5,SRV,0.873,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.8727,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.8738,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.8747,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.88,0.91,-4725.43,9515.32,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.8714,0.91,-4725.43,9515.31,32,-4725.44,9513.31,31,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.8764,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.8741,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.8725,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.8707,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.8751,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.8704,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.886,0.91,-4725.43,9519.38,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.8799,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.8698,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.8722,0.91,-4725.43,9519.37,34,-4725.44,9517.37,33,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.8502,0.9,-4725.19,9522.95,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.8484,0.89,-4725.19,9522.95,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.8495,0.89,-4725.19,9522.95,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.8496,0.89,-4725.19,9522.95,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood
5,SRV+Double+Triple,0.849,0.89,-4725.19,9522.95,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.8479,0.89,-4725.19,9522.95,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.8486,0.89,-4725.18,9522.93,36,-4725.2,9520.94,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.8587,0.9,-4725.19,9522.96,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.8509,0.89,-4725.19,9522.95,36,-4725.2,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.859,0.9,-4725.19,9522.96,36,-4725.21,9520.96,35,0.2658,0.2699,Convergence/flat likelihood; Collapsed rate class
