model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.878,91.932,SRV,1
null,2,0.883,7.024,SRV,1
null,3,12.569,1.044,SRV,1
null,1,0.878,88.003,SRV,2
null,2,0.885,10.952,SRV,2
null,3,12.515,1.045,SRV,2
null,1,0.874,9.484,SRV,3
null,2,0.879,89.464,SRV,3
null,3,12.407,1.052,SRV,3
null,1,0.875,11.72,SRV,4
null,2,0.88,87.243,SRV,4
null,3,12.529,1.038,SRV,4
null,1,0.871,9.462,SRV,5
null,2,0.879,89.5,SRV,5
null,3,12.574,1.038,SRV,5
null,1,0.872,7.493,SRV,6
null,2,0.879,91.461,SRV,6
null,3,12.526,1.046,SRV,6
null,1,0.876,12.529,SRV,7
null,2,0.878,86.418,SRV,7
null,3,12.458,1.053,SRV,7
null,1,0.873,10.574,SRV,8
null,2,0.88,88.391,SRV,8
null,3,12.551,1.034,SRV,8
null,1,0.875,9.521,SRV,9
null,2,0.879,89.421,SRV,9
null,3,12.392,1.058,SRV,9
null,1,0.877,90.258,SRV,10
null,2,0.886,8.692,SRV,10
null,3,12.514,1.05,SRV,10
