model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.876,83.374,SRV,1
null,2,0.877,15.507,SRV,1
null,3,11.904,1.119,SRV,1
null,1,0.875,83.88,SRV,2
null,2,0.884,14.988,SRV,2
null,3,11.793,1.132,SRV,2
null,1,0.876,86.228,SRV,3
null,2,0.879,12.635,SRV,3
null,3,11.742,1.137,SRV,3
null,1,0.876,89.972,SRV,4
null,2,0.884,8.888,SRV,4
null,3,11.723,1.14,SRV,4
null,1,0.877,87.537,SRV,5
null,2,0.878,11.331,SRV,5
null,3,11.76,1.132,SRV,5
null,1,0.876,80.228,SRV,6
null,2,0.879,18.648,SRV,6
null,3,11.838,1.124,SRV,6
null,1,0.877,87.927,SRV,7
null,2,0.877,10.948,SRV,7
null,3,11.836,1.125,SRV,7
null,1,0.877,87.899,SRV,8
null,2,0.878,10.984,SRV,8
null,3,11.901,1.117,SRV,8
null,1,0.876,98.871,SRV,9
null,2,2.296,0.0,SRV,9
null,3,11.836,1.129,SRV,9
null,1,0.876,10.833,SRV,10
null,2,0.877,88.04,SRV,10
null,3,11.792,1.127,SRV,10
