replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.4775,0.51,-4725.19,9514.84,32,-4725.44,9513.32,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.4762,0.51,-4725.19,9514.83,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.4756,0.51,-4725.19,9514.83,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.4756,0.52,-4725.19,9514.83,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.4759,0.51,-4725.19,9514.83,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.4771,0.52,-4725.19,9514.83,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.476,0.51,-4725.19,9514.83,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.4782,0.52,-4725.19,9514.84,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.4758,0.51,-4725.19,9514.83,32,-4725.44,9513.31,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.4766,0.51,-4725.19,9514.84,32,-4725.44,9513.32,31,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.4748,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.4758,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.4753,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.4759,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.4758,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.4758,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.4784,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.4749,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.4756,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.4751,0.51,-4725.19,9518.89,34,-4725.44,9517.37,33,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.4628,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.4626,0.51,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.4635,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.4634,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood
5,SRV+Double+Triple,0.4624,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.4618,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.4623,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.463,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.4622,0.52,-4724.93,9522.45,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.4626,0.52,-4724.93,9522.44,36,-4725.2,9520.95,35,0.2619,0.4046,Convergence/flat likelihood; Collapsed rate class
