model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.278,26.966,SRV,1
null,2,0.435,29.993,SRV,1
null,3,1.846,43.041,SRV,1
null,1,0.288,31.964,SRV,2
null,2,0.45,24.814,SRV,2
null,3,1.843,43.222,SRV,2
null,1,0.274,30.239,SRV,3
null,2,0.467,26.97,SRV,3
null,3,1.849,42.792,SRV,3
null,1,0.262,29.264,SRV,4
null,2,0.481,28.196,SRV,4
null,3,1.852,42.54,SRV,4
null,1,0.337,40.761,SRV,5
null,2,0.386,15.54,SRV,5
null,3,1.837,43.699,SRV,5
null,1,0.264,30.297,SRV,6
null,2,0.491,27.336,SRV,6
null,3,1.855,42.367,SRV,6
null,1,0.267,29.241,SRV,7
null,2,0.472,28.086,SRV,7
null,3,1.85,42.672,SRV,7
null,1,0.277,28.303,SRV,8
null,2,0.444,28.664,SRV,8
null,3,1.846,43.033,SRV,8
null,1,0.281,29.595,SRV,9
null,2,0.447,27.318,SRV,9
null,3,1.844,43.088,SRV,9
null,1,0.329,34.888,SRV,10
null,2,0.388,21.472,SRV,10
null,3,1.838,43.64,SRV,10
