replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.5071,1.49,-7154.98,14386.36,38,-7155.2,14384.78,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.5077,1.49,-7154.98,14386.36,38,-7155.2,14384.78,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.6177,1.26,-7155.32,14387.04,38,-7155.45,14385.27,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.6109,1.26,-7155.32,14387.05,38,-7155.45,14385.29,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.507,1.49,-7154.97,14386.34,38,-7155.19,14384.76,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.5056,1.49,-7154.97,14386.34,38,-7155.19,14384.76,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.582,1.33,-7155.23,14386.86,38,-7155.38,14385.14,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.6056,1.27,-7155.3,14387.0,38,-7155.43,14385.24,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.5078,1.5,-7154.98,14386.36,38,-7155.2,14384.78,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.5568,1.47,-7155.05,14386.51,38,-7155.23,14384.83,37,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.664,1.15,-7153.88,14388.21,40,-7153.98,14386.38,39,0.201,0.1569,Convergence/flat likelihood
2,SRV+Double,0.6966,1.12,-7154.0,14388.44,40,-7154.07,14386.57,39,0.201,0.1569,Convergence/flat likelihood
3,SRV+Double,0.6488,1.17,-7153.84,14388.13,40,-7153.95,14386.31,39,0.201,0.1569,Convergence/flat likelihood
4,SRV+Double,1.0,1.09,-7154.05,14388.55,40,-7154.02,14386.47,39,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.6733,1.15,-7153.91,14388.26,40,-7154.0,14386.41,39,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.6455,1.14,-7153.85,14388.14,40,-7153.95,14386.33,39,0.201,0.1569,Convergence/flat likelihood
7,SRV+Double,0.6562,1.15,-7153.85,14388.14,40,-7153.95,14386.31,39,0.201,0.1569,Convergence/flat likelihood
8,SRV+Double,0.6571,1.15,-7153.88,14388.2,40,-7153.97,14386.37,39,0.201,0.1569,Convergence/flat likelihood
9,SRV+Double,0.6646,1.13,-7153.93,14388.31,40,-7154.02,14386.47,39,0.201,0.1569,Convergence/flat likelihood
10,SRV+Double,0.7269,1.14,-7153.89,14388.23,40,-7153.96,14386.33,39,0.201,0.1569,Convergence/flat likelihood
1,SRV+Double+Triple,0.6527,1.18,-7153.79,14390.04,41,-7153.89,14388.22,40,0.2008,0.1569,Convergence/flat likelihood
2,SRV+Double+Triple,0.6457,1.14,-7153.92,14390.3,41,-7154.02,14388.49,40,0.2008,0.1569,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.6145,1.18,-7153.77,14392.04,42,-7153.9,14390.27,41,0.201,0.1569,Convergence/flat likelihood
4,SRV+Double+Triple,1.0,1.1,-7153.87,14392.23,42,-7153.72,14389.91,41,0.201,0.1569,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.6487,1.14,-7154.0,14392.48,42,-7154.1,14390.67,41,0.201,0.1569,Convergence/flat likelihood
6,SRV+Double+Triple,0.6735,1.13,-7153.96,14392.41,42,-7154.05,14390.57,41,0.201,0.1569,Convergence/flat likelihood
7,SRV+Double+Triple,0.6619,1.14,-7153.9,14392.3,42,-7154.0,14390.47,41,0.201,0.1569,Convergence/flat likelihood
8,SRV+Double+Triple,0.6431,1.18,-7153.79,14392.07,42,-7153.9,14390.27,41,0.201,0.1569,Convergence/flat likelihood
9,SRV+Double+Triple,0.6737,1.12,-7154.03,14392.54,42,-7154.12,14390.7,41,0.201,0.1569,Convergence/flat likelihood
10,SRV+Double+Triple,0.6759,1.14,-7153.95,14392.39,42,-7154.04,14390.54,41,0.201,0.1569,Convergence/flat likelihood
