model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,105.989,0.068,SRV,1
alternative,reference,Negative selection,0.214,97.226,SRV,1
alternative,reference,Negative selection,0.22,2.706,SRV,1
alternative,test,Diversifying selection,2514.79,0.068,SRV,1
alternative,test,Diversifying selection,105.989,0.068,SRV,1
alternative,test,Negative selection,0.075,97.226,SRV,1
alternative,test,Negative selection,0.078,2.706,SRV,1
alternative,test,Negative selection,0.214,97.226,SRV,1
alternative,test,Negative selection,0.22,2.706,SRV,1
null,reference,Diversifying selection,100.148,0.067,SRV,1
null,reference,Negative selection,0.211,97.153,SRV,1
null,reference,Negative selection,0.211,2.78,SRV,1
null,test,Diversifying selection,100.148,0.067,SRV,1
null,test,Negative selection,0.211,97.153,SRV,1
null,test,Negative selection,0.211,2.78,SRV,1
alternative,reference,Diversifying selection,106.272,0.067,SRV,2
alternative,reference,Negative selection,0.214,96.848,SRV,2
alternative,reference,Negative selection,0.219,3.085,SRV,2
alternative,test,Diversifying selection,2520.851,0.067,SRV,2
alternative,test,Diversifying selection,106.272,0.067,SRV,2
alternative,test,Negative selection,0.075,96.848,SRV,2
alternative,test,Negative selection,0.078,3.085,SRV,2
alternative,test,Negative selection,0.214,96.848,SRV,2
alternative,test,Negative selection,0.219,3.085,SRV,2
null,reference,Diversifying selection,100.687,0.066,SRV,2
null,reference,Negative selection,0.211,96.733,SRV,2
null,reference,Negative selection,0.212,3.201,SRV,2
null,test,Diversifying selection,100.687,0.066,SRV,2
null,test,Negative selection,0.211,96.733,SRV,2
null,test,Negative selection,0.212,3.201,SRV,2
alternative,reference,Diversifying selection,105.937,0.067,SRV,3
alternative,reference,Negative selection,0.214,95.407,SRV,3
alternative,reference,Negative selection,0.219,4.525,SRV,3
alternative,test,Diversifying selection,2526.945,0.067,SRV,3
alternative,test,Diversifying selection,105.937,0.067,SRV,3
alternative,test,Negative selection,0.075,95.407,SRV,3
alternative,test,Negative selection,0.078,4.525,SRV,3
alternative,test,Negative selection,0.214,95.407,SRV,3
alternative,test,Negative selection,0.219,4.525,SRV,3
null,reference,Diversifying selection,99.889,0.067,SRV,3
null,reference,Negative selection,0.21,4.93,SRV,3
null,reference,Negative selection,0.211,95.004,SRV,3
null,test,Diversifying selection,99.889,0.067,SRV,3
null,test,Negative selection,0.21,4.93,SRV,3
null,test,Negative selection,0.211,95.004,SRV,3
alternative,reference,Diversifying selection,106.311,0.067,SRV,4
alternative,reference,Negative selection,0.215,99.922,SRV,4
alternative,reference,Negative selection,0.217,0.011,SRV,4
alternative,test,Diversifying selection,2593.427,0.067,SRV,4
alternative,test,Diversifying selection,106.311,0.067,SRV,4
alternative,test,Negative selection,0.075,99.922,SRV,4
alternative,test,Negative selection,0.076,0.011,SRV,4
alternative,test,Negative selection,0.215,99.922,SRV,4
alternative,test,Negative selection,0.217,0.011,SRV,4
null,reference,Diversifying selection,101.241,0.067,SRV,4
