model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.305,29.218,SRV,1
null,2,0.407,27.363,SRV,1
null,3,1.841,43.419,SRV,1
null,1,0.286,32.682,SRV,2
null,2,0.464,24.274,SRV,2
null,3,1.845,43.044,SRV,2
null,1,0.273,28.161,SRV,3
null,2,0.449,28.797,SRV,3
null,3,1.844,43.042,SRV,3
null,1,0.286,33.055,SRV,4
null,2,0.462,23.622,SRV,4
null,3,1.838,43.323,SRV,4
null,1,0.302,31.175,SRV,5
null,2,0.413,25.026,SRV,5
null,3,1.832,43.799,SRV,5
null,1,0.268,28.452,SRV,6
null,2,0.461,28.68,SRV,6
null,3,1.847,42.868,SRV,6
null,1,0.27,29.515,SRV,7
null,2,0.466,27.587,SRV,7
null,3,1.846,42.898,SRV,7
null,1,0.287,33.152,SRV,8
null,2,0.459,23.49,SRV,8
null,3,1.838,43.357,SRV,8
null,1,0.275,31.342,SRV,9
null,2,0.475,25.866,SRV,9
null,3,1.848,42.792,SRV,9
null,1,0.332,33.918,SRV,10
null,2,0.374,22.196,SRV,10
null,3,1.833,43.887,SRV,10
