model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.018,23.208,SRV,1
null,2,0.92,51.828,SRV,1
null,3,2.079,24.964,SRV,1
null,1,0.052,25.895,SRV,2
null,2,0.967,49.967,SRV,2
null,3,2.086,24.138,SRV,2
null,1,0.081,28.382,SRV,3
null,2,1.014,48.121,SRV,3
null,3,2.082,23.497,SRV,3
null,1,0.034,24.483,SRV,4
null,2,0.945,51.197,SRV,4
null,3,2.089,24.321,SRV,4
null,1,0.061,26.559,SRV,5
null,2,0.971,48.619,SRV,5
null,3,2.061,24.822,SRV,5
null,1,0.162,35.371,SRV,6
null,2,0.999,30.244,SRV,6
null,3,1.863,34.386,SRV,6
null,1,0.089,29.087,SRV,7
null,2,1.027,47.615,SRV,7
null,3,2.082,23.298,SRV,7
null,1,0.0,21.336,SRV,8
null,2,0.855,50.362,SRV,8
null,3,2.012,28.302,SRV,8
null,1,0.0,20.938,SRV,9
null,2,0.829,49.448,SRV,9
null,3,1.993,29.614,SRV,9
null,1,0.082,28.467,SRV,10
null,2,1.02,48.568,SRV,10
null,3,2.096,22.965,SRV,10
